RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
824442-519141,824442,2026-05-12,LAA,CLE,A,519141,Drew Pomeranz,RELIEF_OR_BULK,5.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,False,False,21,5,3,1,0,1,1,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824442/feed/live,True,7,Bot,54,58
824442-671922,824442,2026-05-12,CLE,LAA,H,671922,Cade Smith,RELIEF_OR_BULK,3.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,18,4,4,0,0,0,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824442/feed/live,True,8,Top,63,69
824442-680916,824442,2026-05-12,CLE,LAA,H,680916,Franco Aleman,RELIEF_OR_BULK,1.0,28.0,6.0,6.0,28.0,28.0,6.0,6.0,False,False,24,4,2,1,1,1,1,0,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824442/feed/live,True,8,Top,59,62
824442-681217,824442,2026-05-12,LAA,CLE,A,681217,Chase Silseth,RELIEF_OR_BULK,5.0,28.0,7.0,6.0,0.0,0.0,0.0,0.0,False,False,22,5,3,0,0,0,2,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824442/feed/live,True,6,Bot,44,48
824442-681870,824442,2026-05-12,CLE,LAA,H,681870,Erik Sabrowski,RELIEF_OR_BULK,2.0,14.0,3.0,3.0,0.0,14.0,0.0,3.0,False,False,23,5,3,0,0,0,2,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824442/feed/live,True,7,Top,49,53
824442-682120,824442,2026-05-12,CLE,LAA,H,682120,Tim Herrin,RELIEF_OR_BULK,1.0,14.0,5.0,3.0,14.0,14.0,5.0,5.0,False,False,12,3,2,1,1,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824442/feed/live,True,6,Top,41,43
824442-683769,824442,2026-05-12,CLE,LAA,H,683769,Hunter Gaddis,RELIEF_OR_BULK,2.0,13.0,3.0,3.0,0.0,13.0,0.0,3.0,False,False,18,5,4,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824442/feed/live,True,5,Top,32,40
824442-820862,824442,2026-05-12,LAA,CLE,A,820862,José Fermin,RELIEF_OR_BULK,0.0,26.0,6.0,2.0,26.0,26.0,6.0,6.0,True,False,8,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824442/feed/live,True,8,Bot,64,66
824843-518585,824843,2026-05-12,NYY,BAL,A,518585,Fernando Cruz,RELIEF_OR_BULK,1.0,20.0,5.0,4.0,20.0,30.0,5.0,8.0,False,False,11,4,4,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824843/feed/live,True,6,Bot,52,58
824843-552640,824843,2026-05-12,BAL,NYY,H,552640,Andrew Kittredge,RELIEF_OR_BULK,2.0,16.0,6.0,3.0,0.0,16.0,0.0,6.0,False,False,12,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,QA_VALIDATED_CANONICAL_V34,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-12.parquet,https://statsapi.mlb.com/api/v1.1/game/824843/feed/live,True,8,Top,59,61
