game_pk,official_date,game_dt,query_dates
822729,2026-05-31,2026-05-31T17:35:00Z,2026-05-31
822895,2026-05-31,2026-05-31T18:35:00Z,2026-05-31
822976,2026-05-31,2026-05-31T17:40:00Z,2026-05-31
823053,2026-05-31,2026-05-31T23:20:00Z,2026-05-31
823133,2026-05-31,2026-05-31T20:10:00Z,2026-05-31
823373,2026-05-31,2026-05-31T17:35:00Z,2026-05-31
823621,2026-05-31,2026-05-31T17:40:00Z,2026-05-31
823944,2026-05-31,2026-05-31T20:10:00Z,2026-05-31
824187,2026-05-31,2026-05-31T18:10:00Z,2026-05-31
824354,2026-05-31,2026-05-31T19:10:00Z,2026-05-31
824430,2026-05-31,2026-05-31T17:40:00Z,2026-05-31
824512,2026-05-31,2026-05-31T17:40:00Z,2026-05-31
824592,2026-05-31,2026-05-31T18:10:00Z,2026-05-31
824832,2026-05-31,2026-05-31T16:15:00Z,2026-05-31
825001,2026-05-31,2026-05-31T20:05:00Z,2026-05-31
