game_pk,official_date,game_dt,query_dates
822742,2026-05-03,2026-05-03T17:35:00Z,2026-05-03
822987,2026-05-03,2026-05-03T17:40:00Z,2026-05-03
823065,2026-05-03,2026-05-03T18:15:00Z,2026-05-03
823145,2026-05-03,2026-05-03T20:10:00Z,2026-05-03
823307,2026-05-03,2026-05-03T20:10:00Z,2026-05-03
823387,2026-05-03,2026-05-03T17:35:00Z,2026-05-03
823555,2026-05-03,2026-05-03T17:35:00Z,2026-05-03
823711,2026-05-03,2026-05-03T16:45:00Z,2026-05-03
823875,2026-05-03,2026-05-03T17:40:00Z,2026-05-03
824043,2026-05-03,2026-05-03T20:07:00Z,2026-05-03
824285,2026-05-03,2026-05-03T23:20:00Z,2026-05-03
824364,2026-05-03,2026-05-03T19:10:00Z,2026-05-03
824687,2026-05-03,2026-05-03T18:20:00Z,2026-05-03
824769,2026-05-03,2026-05-03T17:35:00Z,2026-05-03
825013,2026-05-03,2026-05-03T20:05:00Z,2026-05-03
