date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-18,822734,NYM,True,59,36,7,11,9,10,0,59,36,7,11,9,10,0,5,5
2026-05-18,822734,WSH,True,57,36,16,19,4,9,2,57,36,16,19,4,9,2,13,13
2026-05-18,822980,BAL,True,48,24,16,18,7,4,1,48,24,16,18,7,4,1,15,15
2026-05-18,822980,TB,True,43,27,6,12,3,11,2,43,27,6,12,3,11,2,6,6
2026-05-18,823137,CWS,True,36,24,6,8,1,9,2,36,24,6,8,1,9,2,6,6
2026-05-18,823137,SEA,True,35,27,1,6,3,11,1,35,27,1,6,3,11,1,1,1
2026-05-18,823301,LAD,True,29,24,1,4,2,8,1,29,24,1,4,2,8,1,1,1
2026-05-18,823301,SD,True,34,27,0,5,5,10,0,34,27,0,5,5,10,0,0,0
2026-05-18,823465,CIN,True,35,24,5,5,6,3,2,35,24,5,5,6,3,2,5,5
2026-05-18,823465,PHI,True,35,27,4,6,3,6,1,35,27,4,6,3,6,1,4,4
2026-05-18,823549,TOR,True,38,24,7,11,4,5,3,38,24,7,11,4,5,3,7,7
2026-05-18,823549,NYY,True,38,27,6,9,3,13,2,38,27,6,9,3,13,2,6,6
2026-05-18,823705,HOU,True,33,24,6,9,3,6,2,33,24,6,9,3,6,2,6,6
2026-05-18,823705,MIN,True,40,27,3,7,6,6,0,40,27,3,7,6,6,0,3,3
2026-05-18,823867,ATL,True,43,24,12,9,7,8,2,43,24,12,9,7,8,2,11,11
2026-05-18,823867,MIA,True,33,27,0,4,3,9,0,33,27,0,4,3,9,0,0,0
2026-05-18,824035,ATH,True,28,24,2,2,1,10,1,28,24,2,2,1,10,1,2,2
2026-05-18,824035,LAA,True,39,27,1,7,4,6,0,39,27,1,7,4,6,0,1,1
2026-05-18,824114,BOS,True,34,27,1,6,1,13,0,34,27,1,6,1,13,0,1,1
2026-05-18,824114,KC,True,39,27,3,9,3,8,1,39,27,3,9,3,8,1,3,3
2026-05-18,824277,CLE,True,33,27,2,5,3,5,1,33,27,2,5,3,5,1,2,2
2026-05-18,824277,DET,True,42,27,8,9,7,7,1,42,27,8,9,7,7,1,8,8
2026-05-18,824357,TEX,True,36,24,7,7,4,6,0,36,24,7,7,4,6,0,5,5
2026-05-18,824357,COL,True,41,27,6,10,4,8,1,41,27,6,10,4,8,1,6,6
2026-05-18,824680,MIL,True,37,27,3,7,3,10,1,37,27,3,7,3,10,1,3,3
2026-05-18,824680,CHC,True,41,27,9,13,4,4,2,41,27,9,13,4,4,2,9,9
2026-05-18,825087,SF,True,42,24,12,16,2,3,2,42,24,12,16,2,3,2,10,10
2026-05-18,825087,AZ,True,35,27,2,8,1,7,1,35,27,2,8,1,7,1,2,2
