game_pk,official_date,game_dt,query_dates
822885,2026-06-20,2026-06-20T20:05:00Z,2026-06-20
822967,2026-06-20,2026-06-20T20:10:00Z,2026-06-20
823126,2026-06-20,2026-06-21T02:10:00Z,2026-06-20
823447,2026-06-20,2026-06-20T23:15:00Z,2026-06-20
823532,2026-06-20,2026-06-20T17:35:00Z,2026-06-20
823854,2026-06-20,2026-06-20T20:10:00Z,2026-06-20
823937,2026-06-20,2026-06-21T02:10:00Z,2026-06-20
824180,2026-06-20,2026-06-20T23:15:00Z,2026-06-20
824263,2026-06-20,2026-06-20T17:10:00Z,2026-06-20
824342,2026-06-20,2026-06-21T01:10:00Z,2026-06-20
824665,2026-06-20,2026-06-20T18:20:00Z,2026-06-20
824909,2026-06-20,2026-06-20T20:10:00Z,2026-06-20
824988,2026-06-20,2026-06-21T02:05:00Z,2026-06-20
825068,2026-06-20,2026-06-21T02:10:00Z,2026-06-20
