game_pk,official_date,game_dt,query_dates
822811,2026-05-26,2026-05-26T23:07:00Z,2026-05-26
822898,2026-05-26,2026-05-27T00:05:00Z,2026-05-26
823216,2026-05-26,2026-05-27T01:45:00Z,2026-05-26
823294,2026-05-26,2026-05-27T01:40:00Z,2026-05-26
823379,2026-05-26,2026-05-26T22:40:00Z,2026-05-26
823624,2026-05-26,2026-05-26T23:10:00Z,2026-05-26
823785,2026-05-26,2026-05-26T23:40:00Z,2026-05-26
823949,2026-05-26,2026-05-27T02:10:00Z,2026-05-26
824106,2026-05-26,2026-05-26T23:40:00Z,2026-05-26
824275,2026-05-26,2026-05-26T22:40:00Z,2026-05-26
824434,2026-05-26,2026-05-26T22:10:00Z,2026-05-26
824597,2026-05-26,2026-05-26T23:40:00Z,2026-05-26
824758,2026-05-26,2026-05-26T22:45:00Z,2026-05-26
824837,2026-05-26,2026-05-26T22:35:00Z,2026-05-26
825004,2026-05-26,2026-05-27T01:40:00Z,2026-05-26
