date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-07-01,822791,NYM,True,38,24,9,12,5,7,2,38,24,9,12,5,7,2,9,9
2026-07-01,822791,TOR,True,33,27,3,5,2,11,2,33,27,3,5,2,11,2,3,3
2026-07-01,823446,PIT,True,42,24,10,11,5,13,3,42,24,10,11,5,13,3,9,9
2026-07-01,823446,PHI,True,44,27,6,12,3,13,1,44,27,6,12,3,13,1,6,6
2026-07-01,823530,DET,True,41,33,2,7,2,12,1,41,33,2,7,2,12,1,2,2
2026-07-01,823530,NYY,True,44,33,6,6,4,10,1,44,33,6,6,4,10,1,4,4
2026-07-01,823767,CIN,True,40,24,4,8,7,4,0,40,24,4,8,7,4,0,4,4
2026-07-01,823767,MIL,True,34,27,2,8,1,10,1,34,27,2,8,1,10,1,2,2
2026-07-01,824094,TB,True,33,27,0,6,1,7,0,33,27,0,6,1,7,0,0,0
2026-07-01,824094,KC,True,37,27,4,11,0,10,2,37,27,4,11,0,10,2,4,4
2026-07-01,824174,MIN,True,40,27,3,8,4,13,0,40,27,3,8,4,13,0,1,1
2026-07-01,824174,HOU,True,41,27,8,8,6,12,3,41,27,8,8,6,12,3,8,8
2026-07-01,824337,MIA,True,32,24,6,7,0,6,3,32,24,6,7,0,6,3,2,2
2026-07-01,824337,COL,True,35,27,3,7,2,11,1,35,27,3,7,2,11,1,3,3
2026-07-01,824419,TEX,True,38,24,9,11,2,8,2,38,24,9,11,2,8,2,9,9
2026-07-01,824419,CLE,True,40,27,4,8,6,8,1,40,27,4,8,6,8,1,4,4
2026-07-01,824660,SD,True,49,24,23,17,7,10,8,49,24,23,17,7,10,8,22,22
2026-07-01,824660,CHC,True,41,27,3,11,3,7,1,41,27,3,11,3,7,1,3,3
2026-07-01,824740,WSH,True,40,27,2,9,4,10,0,40,27,2,9,4,10,0,2,2
2026-07-01,824740,BOS,True,48,27,10,13,10,10,3,48,27,10,13,10,10,3,10,10
2026-07-01,824818,CWS,True,37,24,6,7,7,12,2,37,24,6,7,7,12,2,6,6
2026-07-01,824818,BAL,True,31,27,1,4,1,6,1,31,27,1,4,1,6,1,1,1
2026-07-01,824905,STL,True,35,24,5,7,4,5,1,35,24,5,7,4,5,1,4,3
2026-07-01,824905,ATL,True,30,27,1,2,1,11,0,30,27,1,2,1,11,0,1,1
2026-07-01,824985,LAD,True,37,24,7,12,2,5,3,37,24,7,12,2,5,3,7,7
2026-07-01,824985,ATH,True,37,27,1,5,6,11,1,37,27,1,5,6,11,1,1,1
2026-07-01,825064,SF,True,35,27,4,7,1,10,0,35,27,4,7,1,10,0,4,4
2026-07-01,825064,AZ,True,39,27,6,11,1,6,2,39,27,6,11,1,6,2,6,6
