game_pk,official_date,game_dt,query_dates
822714,2026-07-03,2026-07-03T22:45:00Z,2026-07-03
823120,2026-07-03,2026-07-04T02:10:00Z,2026-07-03
823527,2026-07-03,2026-07-03T23:05:00Z,2026-07-03
823933,2026-07-03,2026-07-04T02:10:00Z,2026-07-03
824013,2026-07-03,2026-07-04T01:38:00Z,2026-07-03
824173,2026-07-03,2026-07-04T00:15:00Z,2026-07-03
824336,2026-07-03,2026-07-04T00:10:00Z,2026-07-03
824417,2026-07-03,2026-07-03T23:10:00Z,2026-07-03
824498,2026-07-03,2026-07-03T23:10:00Z,2026-07-03
824659,2026-07-03,2026-07-03T20:05:00Z,2026-07-03
824904,2026-07-03,2026-07-03T23:15:00Z,2026-07-03
824982,2026-07-03,2026-07-04T01:40:00Z,2026-07-03
825062,2026-07-03,2026-07-04T01:45:00Z,2026-07-03
