game_pk,official_date,game_dt,query_dates
822817,2026-05-12,2026-05-12T23:07:00Z,2026-05-12
822903,2026-05-12,2026-05-13T00:05:00Z,2026-05-12
823385,2026-05-12,2026-05-12T22:40:00Z,2026-05-12
823632,2026-05-12,2026-05-12T23:10:00Z,2026-05-12
823712,2026-05-12,2026-05-12T23:40:00Z,2026-05-12
823790,2026-05-12,2026-05-12T23:40:00Z,2026-05-12
823951,2026-05-12,2026-05-13T02:10:00Z,2026-05-12
824197,2026-05-12,2026-05-13T00:10:00Z,2026-05-12
824442,2026-05-12,2026-05-12T22:10:00Z,2026-05-12
824521,2026-05-12,2026-05-12T22:40:00Z,2026-05-12
824604,2026-05-12,2026-05-12T23:40:00Z,2026-05-12
824764,2026-05-12,2026-05-12T22:45:00Z,2026-05-12
824843,2026-05-12,2026-05-12T22:35:00Z,2026-05-12
824927,2026-05-12,2026-05-12T23:15:00Z,2026-05-12
825011,2026-05-12,2026-05-13T01:40:00Z,2026-05-12
