game_pk,official_date,game_dt,query_dates
822732,2026-05-29,2026-05-29T22:45:00Z,2026-05-29
822894,2026-05-29,2026-05-30T00:05:00Z,2026-05-29
822978,2026-05-29,2026-05-29T23:10:00Z,2026-05-29
823055,2026-05-29,2026-05-29T23:15:00Z,2026-05-29
823135,2026-05-29,2026-05-30T02:10:00Z,2026-05-29
823377,2026-05-29,2026-05-29T22:45:00Z,2026-05-29
823623,2026-05-29,2026-05-29T23:10:00Z,2026-05-29
823946,2026-05-29,2026-05-30T02:15:00Z,2026-05-29
824191,2026-05-29,2026-05-30T00:10:00Z,2026-05-29
824353,2026-05-29,2026-05-30T00:40:00Z,2026-05-29
824433,2026-05-29,2026-05-29T23:10:00Z,2026-05-29
824515,2026-05-29,2026-05-29T22:40:00Z,2026-05-29
824594,2026-05-29,2026-05-29T23:40:00Z,2026-05-29
824835,2026-05-29,2026-05-29T23:05:00Z,2026-05-29
825002,2026-05-29,2026-05-30T01:40:00Z,2026-05-29
