game_pk,official_date,game_dt,query_dates
822792,2026-06-29,2026-06-29T23:07:00Z,2026-06-29
823121,2026-06-29,2026-06-30T01:40:00Z,2026-06-29
823444,2026-06-29,2026-06-29T22:40:00Z,2026-06-29
823529,2026-06-29,2026-06-29T23:05:00Z,2026-06-29
823771,2026-06-29,2026-06-29T23:40:00Z,2026-06-29
824176,2026-06-29,2026-06-30T00:10:00Z,2026-06-29
824339,2026-06-29,2026-06-30T00:40:00Z,2026-06-29
824420,2026-06-29,2026-06-29T23:10:00Z,2026-06-29
824662,2026-06-29,2026-06-30T00:05:00Z,2026-06-29
824741,2026-06-29,2026-06-29T23:10:00Z,2026-06-29
824822,2026-06-29,2026-06-29T22:35:00Z,2026-06-29
824986,2026-06-29,2026-06-30T01:40:00Z,2026-06-29
825065,2026-06-29,2026-06-30T01:40:00Z,2026-06-29
