game_pk,official_date,game_dt,query_dates
822826,2026-04-25,2026-04-25T19:07:00Z,2026-04-25
822910,2026-04-25,2026-04-25T23:05:00Z,2026-04-25
822989,2026-04-25,2026-04-25T20:10:00Z,2026-04-25
823070,2026-04-25,2026-04-25T18:15:00Z,2026-04-25
823229,2026-04-25,2026-04-25T20:05:00Z,2026-04-25
823799,2026-04-25,2026-04-25T23:10:00Z,2026-04-25
823960,2026-04-25,2026-04-25T23:15:00Z,2026-04-25
824121,2026-04-25,2026-04-25T23:10:00Z,2026-04-25
824203,2026-04-25,2026-04-25T23:10:00Z,2026-04-25
824527,2026-04-25,2026-04-25T23:15:00Z,2026-04-25
824613,2026-04-25,2026-04-25T20:10:00Z,2026-04-25
824851,2026-04-25,2026-04-25T16:05:00Z,2026-04-25
824933,2026-04-25,2026-04-25T23:15:00Z,2026-04-25
825093,2026-04-25,2026-04-25T22:05:00Z,2026-04-25
