game_pk,official_date,game_dt,query_dates
823072,2026-04-14,2026-04-14T23:45:00Z,2026-04-14
823315,2026-04-14,2026-04-15T01:40:00Z,2026-04-14
823398,2026-04-14,2026-04-14T22:40:00Z,2026-04-14
823478,2026-04-14,2026-04-14T22:40:00Z,2026-04-14
823562,2026-04-14,2026-04-14T23:05:00Z,2026-04-14
823723,2026-04-14,2026-04-14T23:40:00Z,2026-04-14
823802,2026-04-14,2026-04-14T23:40:00Z,2026-04-14
823965,2026-04-14,2026-04-15T02:10:00Z,2026-04-14
824210,2026-04-14,2026-04-15T00:10:00Z,2026-04-14
824292,2026-04-14,2026-04-14T22:40:00Z,2026-04-14
824531,2026-04-14,2026-04-14T22:40:00Z,2026-04-14
824616,2026-04-14,2026-04-14T23:40:00Z,2026-04-14
824853,2026-04-14,2026-04-14T22:35:00Z,2026-04-14
824935,2026-04-14,2026-04-14T23:15:00Z,2026-04-14
825022,2026-04-14,2026-04-15T01:40:00Z,2026-04-14
