game_pk,official_date,game_dt,query_dates
822702,2026-07-29,2026-07-29T17:05:00Z,2026-07-29
822947,2026-07-29,2026-07-29T22:40:00Z,2026-07-29
823022,2026-07-29,2026-07-29T23:45:00Z,2026-07-29
823192,2026-07-29,2026-07-29T19:45:00Z,2026-07-29
823273,2026-07-29,2026-07-29T20:10:00Z,2026-07-29
823351,2026-07-29,2026-07-29T16:35:00Z,2026-07-29
823596,2026-07-29,2026-07-29T17:10:00Z,2026-07-29
823598,2026-07-29,2026-07-29T23:10:00Z,2026-07-28|2026-07-29
823677,2026-07-29,2026-07-29T23:40:00Z,2026-07-29
823837,2026-07-29,2026-07-29T16:10:00Z,2026-07-29
823924,2026-07-29,2026-07-30T02:10:00Z,2026-07-29
824002,2026-07-29,2026-07-30T01:38:00Z,2026-07-29
824242,2026-07-29,2026-07-29T17:10:00Z,2026-07-29
824487,2026-07-29,2026-07-29T23:10:00Z,2026-07-29
824567,2026-07-29,2026-07-29T23:40:00Z,2026-07-29
824973,2026-07-29,2026-07-30T01:40:00Z,2026-07-29
