game_pk,official_date,game_dt,query_dates
822705,2026-07-27,2026-07-27T22:45:00Z,2026-07-27
822868,2026-07-27,2026-07-27T18:35:00Z,2026-07-27
823025,2026-07-27,2026-07-27T23:45:00Z,2026-07-27
823195,2026-07-27,2026-07-28T01:45:00Z,2026-07-27
823353,2026-07-27,2026-07-27T22:40:00Z,2026-07-27
823597,2026-07-27,2026-07-27T23:10:00Z,2026-07-27
823839,2026-07-27,2026-07-27T22:40:00Z,2026-07-27
824001,2026-07-27,2026-07-28T01:38:00Z,2026-07-27
824245,2026-07-27,2026-07-27T22:40:00Z,2026-07-27
824570,2026-07-27,2026-07-27T23:40:00Z,2026-07-27
824977,2026-07-27,2026-07-28T01:40:00Z,2026-07-27
