RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
822982-641329,822982,2026-05-17,TB,MIA,H,641329,Bryan Baker,RELIEF_OR_BULK,0.0,18.0,5.0,3.0,18.0,18.0,5.0,5.0,True,False,10,4,3,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822982/feed/live,True,9,Top,72,75
822982-663969,822982,2026-05-17,MIA,TB,A,663969,Tyler Phillips,RELIEF_OR_BULK,3.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,False,False,43,10,6,1,1,2,2,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822982/feed/live,True,6,Bot,48,61
822982-664076,822982,2026-05-17,TB,MIA,H,664076,Garrett Cleavinger,RELIEF_OR_BULK,0.0,16.0,4.0,3.0,16.0,16.0,4.0,4.0,True,False,11,5,1,1,1,3,1,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822982/feed/live,True,8,Top,62,66
822982-667463,822982,2026-05-17,MIA,TB,A,667463,John King,RELIEF_OR_BULK,2.0,17.0,7.0,3.0,0.0,17.0,0.0,7.0,False,False,12,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822982/feed/live,True,8,Bot,69,71
822982-687330,822982,2026-05-17,TB,MIA,H,687330,Kevin Kelly,RELIEF_OR_BULK,0.0,12.0,3.0,3.0,12.0,12.0,3.0,3.0,True,False,21,4,5,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822982/feed/live,True,6,Top,47,57
822982-693855,822982,2026-05-17,TB,MIA,H,693855,Ian Seymour,RELIEF_OR_BULK,1.0,25.0,8.0,6.0,25.0,25.0,8.0,8.0,False,False,7,2,2,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,STARTER,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822982/feed/live,True,8,Top,67,68
822738-571945,822738,2026-05-17,WSH,BAL,H,571945,Miles Mikolas,RELIEF_OR_BULK,4.0,71.0,16.0,10.0,0.0,0.0,0.0,0.0,False,False,93,24,17,4,4,6,1,4,2,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,STARTER,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822738/feed/live,True,2,Top,10,55
822738-666974,822738,2026-05-17,BAL,WSH,A,666974,Yennier Cano,RELIEF_OR_BULK,3.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,17,4,3,0,0,0,1,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822738/feed/live,True,8,Bot,67,70
822738-669330,822738,2026-05-17,BAL,WSH,A,669330,Tyler Wells,RELIEF_OR_BULK,4.0,23.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,38,9,6,1,1,3,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822738/feed/live,True,6,Bot,49,61
822738-670329,822738,2026-05-17,BAL,WSH,A,670329,Rico Garcia,RELIEF_OR_BULK,5.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,18,4,3,0,0,1,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822738/feed/live,True,9,Bot,75,78
822738-687606,822738,2026-05-17,WSH,BAL,H,687606,Paxton Schultz,RELIEF_OR_BULK,0.0,17.0,4.0,3.0,17.0,17.0,4.0,4.0,True,False,19,4,3,1,1,2,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822738/feed/live,True,9,Top,71,74
822738-689296,822738,2026-05-17,BAL,WSH,A,689296,Anthony Nunez,RELIEF_OR_BULK,5.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,17,4,4,0,0,0,0,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822738/feed/live,True,4,Bot,38,45
822738-695418,822738,2026-05-17,WSH,BAL,H,695418,Brad Lord,RELIEF_OR_BULK,4.0,36.0,11.0,8.0,0.0,0.0,0.0,0.0,False,False,27,5,3,0,0,1,0,2,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/822738/feed/live,True,8,Top,62,66
823381-621383,823381,2026-05-17,PHI,PIT,A,621383,Tanner Banks,RELIEF_OR_BULK,3.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,False,False,8,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/823381/feed/live,True,9,Bot,67,69
823381-642701,823381,2026-05-17,PIT,PHI,H,642701,Dennis Santana,RELIEF_OR_BULK,1.0,18.0,4.0,0.0,18.0,30.0,4.0,7.0,False,False,12,4,3,1,1,1,0,2,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/823381/feed/live,True,8,Top,56,59
823381-664875,823381,2026-05-17,PIT,PHI,H,664875,Justin Lawrence,RELIEF_OR_BULK,0.0,17.0,5.0,3.0,17.0,17.0,5.0,5.0,True,False,12,3,3,0,0,0,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/823381/feed/live,True,9,Top,64,66
823381-670990,823381,2026-05-17,PIT,PHI,H,670990,Yohan Ramírez,RELIEF_OR_BULK,0.0,13.0,5.0,3.0,13.0,24.0,5.0,8.0,True,False,18,3,3,0,0,0,0,3,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,QA_VALIDATED_CANONICAL_V39,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-05-17.parquet,https://statsapi.mlb.com/api/v1.1/game/823381/feed/live,True,7,Top,49,51
