pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,games_pitched,games_started,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,physical_appearance,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status
595345,17,4,37,44,153,178,Bot,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,HOU,WSH,A,Steven Okert,1,0,False,RELIEF_OR_BULK,17,5,4,0,0,1,0,3,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
623352,13,9,80,82,315,327,Bot,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,HOU,WSH,A,Josh Hader,1,0,False,RELIEF_OR_BULK,13,3,1,0,0,1,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
640454,23,7,55,59,219,241,Top,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,WSH,HOU,H,Matt Krook,1,0,False,RELIEF_OR_BULK,23,5,2,0,0,1,1,1,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
650556,9,8,69,72,271,279,Bot,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,HOU,WSH,A,Bryan Abreu,1,0,False,RELIEF_OR_BULK,9,3,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
660853,13,6,51,54,206,218,Bot,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,HOU,WSH,A,Enyel De Los Santos,1,0,False,RELIEF_OR_BULK,13,4,3,0,0,1,0,0,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
664875,7,6,50,50,199,205,Top,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,WSH,HOU,H,Justin Lawrence,1,0,False,RELIEF_OR_BULK,7,1,1,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
674841,97,1,0,49,1,198,Top,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,WSH,HOU,H,Andrew Alvarez,1,1,True,STARTER,97,27,17,5,5,4,5,3,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V90
683000,20,7,60,68,242,270,Top,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,WSH,HOU,H,Riley Cornelio,1,0,False,RELIEF_OR_BULK,20,5,4,1,1,1,0,3,1,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
687223,16,9,73,75,280,295,Top,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,WSH,HOU,H,Carson Palmquist,1,0,False,RELIEF_OR_BULK,16,3,3,0,0,0,1,0,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
687911,9,7,61,64,246,254,Bot,822713,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-07.parquet,False,2026-07-07,2026-07-07T22:45:00Z,HOU,WSH,A,Bryan King,1,0,False,RELIEF_OR_BULK,9,4,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/822713/feed/live,both,True,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V90
