game_pk,official_date,game_dt,query_dates
823383,2026-05-14,2026-05-14T16:35:00Z,2026-05-14
823630,2026-05-14,2026-05-14T17:10:00Z,2026-05-14
823709,2026-05-14,2026-05-14T17:40:00Z,2026-05-14
823789,2026-05-14,2026-05-14T17:40:00Z,2026-05-14
823950,2026-05-14,2026-05-15T02:10:00Z,2026-05-14
824196,2026-05-14,2026-05-14T18:10:00Z,2026-05-14
824517,2026-05-14,2026-05-14T16:40:00Z,2026-05-14
824602,2026-05-14,2026-05-14T23:40:00Z,2026-05-14
824762,2026-05-14,2026-05-14T22:45:00Z,2026-05-14
824926,2026-05-14,2026-05-14T23:15:00Z,2026-05-14
825008,2026-05-14,2026-05-14T19:05:00Z,2026-05-14
