game_pk,official_date,game_dt,query_dates
822716,2026-07-04,2026-07-04T15:05:00Z,2026-07-04
822882,2026-07-04,2026-07-04T20:05:00Z,2026-07-04
823118,2026-07-04,2026-07-04T20:10:00Z,2026-07-04
823526,2026-07-04,2026-07-04T17:35:00Z,2026-07-04
823932,2026-07-04,2026-07-05T02:10:00Z,2026-07-04
824012,2026-07-04,2026-07-05T01:38:00Z,2026-07-04
824092,2026-07-04,2026-07-05T00:10:00Z,2026-07-04
824171,2026-07-04,2026-07-04T23:10:00Z,2026-07-04
824334,2026-07-04,2026-07-05T00:10:00Z,2026-07-04
824415,2026-07-04,2026-07-04T23:10:00Z,2026-07-04
824499,2026-07-04,2026-07-04T23:10:00Z,2026-07-04
824658,2026-07-04,2026-07-05T00:08:00Z,2026-07-04
824903,2026-07-04,2026-07-05T00:08:00Z,2026-07-04
824983,2026-07-04,2026-07-05T01:40:00Z,2026-07-04
825063,2026-07-04,2026-07-05T01:40:00Z,2026-07-04
