game_pk,official_date,game_dt,query_dates
822775,2026-08-15,2026-08-15T19:07:00Z,2026-08-15
822941,2026-08-15,2026-08-15T22:10:00Z,2026-08-15
823184,2026-08-15,2026-08-15T20:05:00Z,2026-08-15
823347,2026-08-15,2026-08-15T23:15:00Z,2026-08-15
823588,2026-08-15,2026-08-15T20:10:00Z,2026-08-15
823671,2026-08-15,2026-08-15T23:10:00Z,2026-08-15
823914,2026-08-15,2026-08-15T23:15:00Z,2026-08-15
823990,2026-08-15,2026-08-16T01:38:00Z,2026-08-15
824157,2026-08-15,2026-08-15T23:10:00Z,2026-08-15
824239,2026-08-15,2026-08-15T17:10:00Z,2026-08-15
824400,2026-08-15,2026-08-15T23:10:00Z,2026-08-15
824480,2026-08-15,2026-08-15T22:40:00Z,2026-08-15
824644,2026-08-15,2026-08-15T18:20:00Z,2026-08-15
824884,2026-08-15,2026-08-15T23:15:00Z,2026-08-15
824966,2026-08-15,2026-08-16T01:40:00Z,2026-08-15
