game_pk,official_date,game_dt,query_dates
822689,2026-08-31,2026-08-31T22:45:00Z,2026-08-31
822855,2026-08-31,2026-09-01T00:05:00Z,2026-08-31
822932,2026-08-31,2026-08-31T22:40:00Z,2026-08-31
823663,2026-08-31,2026-08-31T23:40:00Z,2026-08-31
823982,2026-08-31,2026-09-01T01:38:00Z,2026-08-31
824149,2026-08-31,2026-09-01T00:10:00Z,2026-08-31
824314,2026-08-31,2026-09-01T00:40:00Z,2026-08-31
824473,2026-08-31,2026-08-31T22:40:00Z,2026-08-31
824635,2026-08-31,2026-08-31T23:40:00Z,2026-08-31
824719,2026-08-31,2026-08-31T22:45:00Z,2026-08-31
824911,2026-08-31,2026-08-31T22:05:00Z,2026-08-31
825040,2026-08-31,2026-09-01T01:40:00Z,2026-08-31
