game_pk,official_date,game_dt,query_dates
822710,2026-07-08,2026-07-08T22:45:00Z,2026-07-08
822880,2026-07-08,2026-07-09T00:05:00Z,2026-07-08
822957,2026-07-08,2026-07-08T22:40:00Z,2026-07-08
823032,2026-07-08,2026-07-08T23:45:00Z,2026-07-08
823202,2026-07-08,2026-07-08T19:45:00Z,2026-07-08
823279,2026-07-08,2026-07-09T02:10:00Z,2026-07-08
823360,2026-07-08,2026-07-08T22:40:00Z,2026-07-08
823605,2026-07-08,2026-07-08T23:10:00Z,2026-07-08
823684,2026-07-08,2026-07-08T23:40:00Z,2026-07-08
823848,2026-07-08,2026-07-08T22:40:00Z,2026-07-08
823928,2026-07-08,2026-07-09T02:10:00Z,2026-07-08
824253,2026-07-08,2026-07-08T22:40:00Z,2026-07-08
824496,2026-07-08,2026-07-08T23:10:00Z,2026-07-08
824578,2026-07-08,2026-07-08T23:40:00Z,2026-07-08
824815,2026-07-08,2026-07-08T22:35:00Z,2026-07-08
