game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822714,656492,83,1,83,both,True
822714,656605,83,1,83,both,True
822714,664875,26,1,26,both,True
822714,676755,37,1,37,both,True
822714,682997,21,1,21,both,True
822714,687377,21,1,21,both,True
822714,687849,41,1,41,both,True
822714,690925,5,1,5,both,True
823120,621074,24,1,24,both,True
823120,622491,101,1,101,both,True
823120,656302,102,1,102,both,True
823120,656546,24,1,24,both,True
823120,678606,15,1,15,both,True
823120,686973,16,1,16,both,True
823120,689546,16,1,16,both,True
823527,518585,31,1,31,both,True
823527,543037,88,1,88,both,True
823527,621112,10,1,10,both,True
823527,670280,17,1,17,both,True
823527,679358,28,1,28,both,True
823527,681892,21,1,21,both,True
823527,687396,12,1,12,both,True
823527,702474,81,1,81,both,True
823933,650633,75,1,75,both,True
823933,656945,18,1,18,both,True
823933,660271,110,1,110,both,True
823933,669165,16,1,16,both,True
823933,670970,24,1,24,both,True
823933,683618,11,1,11,both,True
823933,699134,16,1,16,both,True
824013,489446,13,1,13,both,True
824013,547973,13,1,13,both,True
824013,672282,104,1,104,both,True
824013,676477,2,1,2,both,True
824013,687562,92,1,92,both,True
824013,815083,31,1,31,both,True
824013,820862,23,1,23,both,True
824173,595345,25,1,25,both,True
824173,607259,85,1,85,both,True
824173,641329,12,1,12,both,True
824173,660853,21,1,21,both,True
824173,668984,9,1,9,both,True
824173,681293,73,1,73,both,True
824173,687330,7,1,7,both,True
824336,657277,76,1,76,both,True
824336,657424,51,1,51,both,True
824336,663372,88,1,88,both,True
824336,664141,21,1,21,both,True
824336,676254,43,1,43,both,True
824336,687312,53,1,53,both,True
824417,622554,16,1,16,both,True
824417,641743,48,1,48,both,True
824417,656794,9,1,9,both,True
824417,663542,15,1,15,both,True
824417,663855,20,1,20,both,True
824417,668909,79,1,79,both,True
824417,669684,15,1,15,both,True
824417,670059,7,1,7,both,True
824417,670950,28,1,28,both,True
824417,671922,14,1,14,both,True
824417,680916,14,1,14,both,True
824417,681870,13,1,13,both,True
824417,683769,13,1,13,both,True
824498,657571,14,1,14,both,True
824498,663903,93,1,93,both,True
824498,666974,14,1,14,both,True
824498,669330,10,1,10,both,True
824498,669432,93,1,93,both,True
824498,670062,12,1,12,both,True
824498,670329,22,1,22,both,True
824498,695534,17,1,17,both,True
824659,519141,11,1,11,both,True
824659,592773,13,1,13,both,True
824659,656849,91,1,91,both,True
824659,668970,17,1,17,both,True
824659,669060,72,1,72,both,True
824659,669467,102,1,102,both,True
824659,691008,34,1,34,both,True
824904,621345,18,1,18,both,True
824904,628452,22,1,22,both,True
824904,656550,82,1,82,both,True
824904,664849,12,1,12,both,True
824904,673540,44,1,44,both,True
824904,680702,4,1,4,both,True
824904,681035,82,1,82,both,True
824904,689266,18,1,18,both,True
824904,800311,23,1,23,both,True
824982,643410,13,1,13,both,True
824982,656848,21,1,21,both,True
824982,660761,19,1,19,both,True
824982,663969,71,1,71,both,True
824982,669199,24,1,24,both,True
824982,676534,20,1,20,both,True
824982,676604,13,1,13,both,True
824982,678022,91,1,91,both,True
824982,686930,45,1,45,both,True
824982,686993,8,1,8,both,True
824982,687531,10,1,10,both,True
825062,623149,14,1,14,both,True
825062,642528,21,1,21,both,True
825062,656464,20,1,20,both,True
825062,656730,12,1,12,both,True
825062,657044,23,1,23,both,True
825062,664199,13,1,13,both,True
825062,666661,11,1,11,both,True
825062,676879,17,1,17,both,True
825062,681982,20,1,20,both,True
825062,682842,17,1,17,both,True
825062,690986,72,1,72,both,True
825062,694477,34,1,34,both,True
825062,703615,63,1,63,both,True
825062,805299,17,1,17,both,True
