game_pk,official_date,game_dt,query_dates
822823,2026-04-28,2026-04-28T23:07:00Z,2026-04-28
822908,2026-04-28,2026-04-29T00:05:00Z,2026-04-28
823310,2026-04-28,2026-04-29T01:40:00Z,2026-04-28
823390,2026-04-28,2026-04-28T22:40:00Z,2026-04-28
823473,2026-04-28,2026-04-28T22:40:00Z,2026-04-28
823636,2026-04-28,2026-04-28T23:10:00Z,2026-04-28
823716,2026-04-28,2026-04-28T23:40:00Z,2026-04-28
823798,2026-04-28,2026-04-28T23:40:00Z,2026-04-28
823956,2026-04-28,2026-04-29T02:10:00Z,2026-04-28
824447,2026-04-28,2026-04-28T22:10:00Z,2026-04-28
824526,2026-04-28,2026-04-28T22:40:00Z,2026-04-28
824610,2026-04-28,2026-04-28T23:40:00Z,2026-04-28
824849,2026-04-28,2026-04-28T22:35:00Z,2026-04-28
824931,2026-04-28,2026-04-28T23:15:00Z,2026-04-28
825017,2026-04-28,2026-04-29T01:40:00Z,2026-04-28
