game_pk,official_date,game_dt,query_dates
822827,2026-04-24,2026-04-24T23:07:00Z,2026-04-24
822909,2026-04-24,2026-04-25T00:05:00Z,2026-04-24
822992,2026-04-24,2026-04-24T23:10:00Z,2026-04-24
823069,2026-04-24,2026-04-25T00:15:00Z,2026-04-24
823232,2026-04-24,2026-04-25T02:15:00Z,2026-04-24
823638,2026-04-24,2026-04-24T23:10:00Z,2026-04-24
823800,2026-04-24,2026-04-24T23:40:00Z,2026-04-24
823962,2026-04-24,2026-04-25T02:15:00Z,2026-04-24
824124,2026-04-24,2026-04-24T23:40:00Z,2026-04-24
824204,2026-04-24,2026-04-25T00:10:00Z,2026-04-24
824529,2026-04-24,2026-04-24T22:40:00Z,2026-04-24
824611,2026-04-24,2026-04-24T23:40:00Z,2026-04-24
824854,2026-04-24,2026-04-24T23:05:00Z,2026-04-24
824932,2026-04-24,2026-04-24T23:15:00Z,2026-04-24
