RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
823452-641835,823452,2026-06-15,PHI,MIA,H,641835,Tim Mayza,RELIEF_OR_BULK,1,5,2,1,5,27,2,6,False,False,17,3,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
823452-663767,823452,2026-06-15,PHI,MIA,H,663767,Chase Shugart,RELIEF_OR_BULK,0,20,5,4,20,32,5,9,True,False,12,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
823452-680742,823452,2026-06-15,PHI,MIA,H,680742,Jonathan Bowlan,RELIEF_OR_BULK,4,4,1,1,0,0,0,0,False,False,20,5,3,0,0,1,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
823452-687531,823452,2026-06-15,MIA,PHI,A,687531,William Kempner,RELIEF_OR_BULK,4,36,8,6,0,0,0,0,False,False,33,8,7,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
823452-806188,823452,2026-06-15,MIA,PHI,A,806188,Cade Gibson,RELIEF_OR_BULK,1,22,7,4,22,22,7,7,False,False,29,6,3,2,2,2,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
822724-681402,822724,2026-06-15,WSH,KC,H,681402,Gus Varland,RELIEF_OR_BULK,2,15,4,3,0,15,0,4,False,False,20,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
822724-690925,822724,2026-06-15,WSH,KC,H,690925,Clayton Beeter,RELIEF_OR_BULK,0,10,3,3,10,10,3,3,True,False,18,4,3,0,0,0,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
822724-694360,822724,2026-06-15,KC,WSH,A,694360,Beck Way,RELIEF_OR_BULK,3,32,8,6,0,0,0,0,False,False,28,7,6,0,0,0,2,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
822724-695418,822724,2026-06-15,WSH,KC,H,695418,Brad Lord,RELIEF_OR_BULK,1,23,6,6,23,23,6,6,False,False,48,11,9,2,2,2,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
822724-696131,822724,2026-06-15,KC,WSH,A,696131,Mason Black,RELIEF_OR_BULK,2,48,13,7,0,48,0,13,False,False,36,8,6,1,1,1,1,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
824505-656271,824505,2026-06-15,CIN,NYM,H,656271,Brock Burke,RELIEF_OR_BULK,2,28,7,3,0,28,0,7,False,False,18,5,3,0,0,1,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
824505-656849,824505,2026-06-15,NYM,CIN,A,656849,David Peterson,RELIEF_OR_BULK,4,63,20,11,0,0,0,0,False,False,54,13,9,3,3,2,2,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
824505-657571,824505,2026-06-15,CIN,NYM,H,657571,Caleb Ferguson,RELIEF_OR_BULK,1,20,4,2,20,20,4,4,False,False,27,5,2,0,0,1,2,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
824505-695534,824505,2026-06-15,CIN,NYM,H,695534,Chase Petty,RELIEF_OR_BULK,1,26,8,5,26,26,8,8,False,False,20,7,7,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
824505-702752,824505,2026-06-15,NYM,CIN,A,702752,Jonathan Pintaro,RELIEF_OR_BULK,4,46,10,9,0,0,0,0,False,False,55,15,11,2,2,3,0,4,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
823046-606996,823046,2026-06-15,SD,STL,A,606996,Kyle Hart,RELIEF_OR_BULK,41,5,1,1,0,0,0,0,False,False,24,7,6,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v68_sheet01_0615.csv,QA_VALIDATED_PBP_V68,RELIEF_OR_BULK,MLB,False
