date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-07-03,822714,PIT,True,39,24,9,12,3,2,5,39,24,9,12,3,2,5,9,9
2026-07-03,822714,WSH,True,43,27,5,13,3,7,1,43,27,5,13,3,7,1,5,5
2026-07-03,823120,TOR,True,32,27,0,4,2,12,0,32,27,0,4,2,12,0,0,0
2026-07-03,823120,SEA,True,37,27,2,6,2,5,0,37,27,2,6,2,5,0,2,2
2026-07-03,823527,MIN,True,33,24,5,6,3,4,2,33,24,5,6,3,4,2,5,5
2026-07-03,823527,NYY,True,35,27,2,6,2,14,1,35,27,2,6,2,14,1,2,2
2026-07-03,823933,SD,True,34,24,4,5,5,5,1,34,24,4,5,5,5,1,3,3
2026-07-03,823933,LAD,True,37,27,3,8,3,14,1,37,27,3,8,3,14,1,3,3
2026-07-03,824013,BOS,True,33,27,2,7,0,7,1,33,27,2,7,0,7,1,2,2
2026-07-03,824013,LAA,True,40,27,5,11,3,10,1,40,27,5,11,3,10,1,5,5
2026-07-03,824173,TB,True,32,27,1,3,1,4,1,32,27,1,3,1,4,1,1,1
2026-07-03,824173,HOU,True,31,27,3,5,1,8,2,31,27,3,5,1,8,2,3,3
2026-07-03,824336,SF,True,48,24,15,18,7,6,3,48,24,15,18,7,6,3,15,15
2026-07-03,824336,COL,True,35,27,3,8,1,10,1,35,27,3,8,1,10,1,2,2
2026-07-03,824417,CWS,True,38,27,4,6,5,13,0,38,27,4,6,5,13,0,3,3
2026-07-03,824417,CLE,True,37,30,3,6,2,11,1,37,30,3,6,2,11,1,3,3
2026-07-03,824498,BAL,True,37,27,0,4,6,7,0,37,27,0,4,6,7,0,0,0
2026-07-03,824498,CIN,True,33,27,3,4,5,7,1,33,27,3,4,5,7,1,2,2
2026-07-03,824659,STL,True,36,27,1,7,1,6,0,36,27,1,7,1,6,0,1,1
2026-07-03,824659,CHC,True,51,27,17,17,4,7,3,51,27,17,17,4,7,3,17,17
2026-07-03,824904,NYM,True,33,24,5,5,4,11,4,33,24,5,5,4,11,4,5,5
2026-07-03,824904,ATL,True,40,27,3,10,2,5,1,40,27,3,10,2,5,1,2,2
2026-07-03,824982,MIA,True,39,27,5,9,4,8,1,39,27,5,9,4,8,1,5,5
2026-07-03,824982,ATH,True,46,27,12,11,7,12,5,46,27,12,11,7,12,5,12,12
2026-07-03,825062,MIL,True,45,33,4,9,3,7,0,45,33,4,9,3,7,0,3,3
2026-07-03,825062,AZ,True,50,33,7,12,5,10,1,50,33,7,12,5,10,1,5,5
