game_pk,official_date,game_dt,query_dates
822737,2026-05-16,2026-05-16T20:05:00Z,2026-05-16
822981,2026-05-16,2026-05-16T20:10:00Z,2026-05-16
823060,2026-05-16,2026-05-16T18:15:00Z,2026-05-16
823139,2026-05-16,2026-05-16T23:15:00Z,2026-05-16
823382,2026-05-16,2026-05-16T20:05:00Z,2026-05-16
823627,2026-05-16,2026-05-16T23:15:00Z,2026-05-16
823706,2026-05-16,2026-05-16T23:10:00Z,2026-05-16
824038,2026-05-16,2026-05-17T01:38:00Z,2026-05-16
824193,2026-05-16,2026-05-16T23:10:00Z,2026-05-16
824278,2026-05-16,2026-05-16T17:10:00Z,2026-05-16
824359,2026-05-16,2026-05-16T19:10:00Z,2026-05-16
824435,2026-05-16,2026-05-16T22:10:00Z,2026-05-16
824600,2026-05-16,2026-05-16T23:10:00Z,2026-05-16
824924,2026-05-16,2026-05-16T23:15:00Z,2026-05-16
825007,2026-05-16,2026-05-17T01:40:00Z,2026-05-16
