date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-08-24,822695,COL,True,45,24,13,13,8,6,1,45,24,13,13,8,6,1,11,11
2026-08-24,822695,WSH,True,37,27,3,7,3,10,2,37,27,3,7,3,10,2,3,3
2026-08-24,823097,PHI,True,39,24,9,10,6,12,5,39,24,9,10,6,12,5,9,9
2026-08-24,823097,SEA,True,34,27,2,5,2,8,1,34,27,2,5,2,8,1,2,2
2026-08-24,823183,CIN,True,33,24,5,10,1,7,1,33,24,5,10,1,7,1,5,5
2026-08-24,823183,SF,True,34,27,0,5,2,11,0,34,27,0,5,2,11,0,0,0
2026-08-24,823260,PIT,True,45,36,2,7,6,10,0,45,36,2,7,6,10,0,2,2
2026-08-24,823260,SD,True,49,36,3,9,5,15,1,49,36,3,9,5,15,1,2,2
2026-08-24,823828,BOS,True,43,27,2,9,6,7,0,43,27,2,9,6,7,0,2,2
2026-08-24,823828,MIA,True,41,27,4,9,4,7,0,41,27,4,9,4,7,0,4,4
2026-08-24,823992,CLE,True,34,27,2,6,1,8,0,34,27,2,6,1,8,0,2,2
2026-08-24,823992,LAA,True,37,27,4,8,3,5,1,37,27,4,8,3,5,1,3,3
2026-08-24,824235,TB,True,34,27,1,5,1,12,0,34,27,1,5,1,12,0,1,1
2026-08-24,824235,DET,True,37,27,4,9,4,3,1,37,27,4,9,4,3,1,3,3
2026-08-24,824557,TEX,True,35,27,2,5,3,11,1,35,27,2,5,3,11,1,2,2
2026-08-24,824557,CWS,True,49,27,11,14,8,6,2,49,27,11,14,8,6,2,11,11
2026-08-24,824964,MIN,True,41,27,6,12,3,7,0,41,27,6,12,3,7,0,6,6
2026-08-24,824964,ATH,True,48,27,9,16,3,5,1,48,27,9,16,3,5,1,9,9
2026-08-24,825041,CHC,True,32,27,0,5,1,6,0,32,27,0,5,1,6,0,0,0
2026-08-24,825041,AZ,True,41,27,7,10,4,4,2,41,27,7,10,4,4,2,7,7
