RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
822700-592866,822700,2026-08-09,WSH,CIN,H,592866,Trevor Williams,RELIEF_OR_BULK,2.0,15.0,4.0,3.0,0.0,15.0,0.0,4.0,False,False,36,7,7,0,0,1,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
822700-622088,822700,2026-08-09,CIN,WSH,A,622088,Tejay Antone,RELIEF_OR_BULK,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False,27,7,3,3,3,3,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
822700-656234,822700,2026-08-09,WSH,CIN,H,656234,Jake Bird,RELIEF_OR_BULK,20.0,34.0,7.0,1.0,0.0,0.0,0.0,0.0,False,False,12,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
822700-656271,822700,2026-08-09,CIN,WSH,A,656271,Brock Burke,RELIEF_OR_BULK,2.0,22.0,5.0,3.0,0.0,22.0,0.0,5.0,False,False,18,5,3,1,1,2,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
822700-702021,822700,2026-08-09,WSH,CIN,H,702021,Will Dion,RELIEF_OR_BULK,3.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,False,False,41,10,9,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
823345-489446,823345,2026-08-09,PIT,NYM,H,489446,Kirby Yates,RELIEF_OR_BULK,0.0,13.0,3.0,3.0,13.0,23.0,3.0,6.0,True,False,29,6,3,1,1,2,1,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
823345-642397,823345,2026-08-09,PIT,NYM,H,642397,Gregory Soto,RELIEF_OR_BULK,2.0,23.0,6.0,3.0,0.0,23.0,0.0,6.0,False,False,24,5,3,1,1,2,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
823345-666808,823345,2026-08-09,PIT,NYM,H,666808,Camilo Doval,RELIEF_OR_BULK,2.0,14.0,3.0,3.0,0.0,14.0,0.0,3.0,False,False,28,5,3,0,0,1,1,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
823345-674073,823345,2026-08-09,NYM,PIT,A,674073,Jack Weisenburger,RELIEF_OR_BULK,,,,,,,,,,,29,7,6,0,0,1,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,,,
823345-681895,823345,2026-08-09,PIT,NYM,H,681895,Evan Sisk,RELIEF_OR_BULK,1.0,37.0,7.0,5.0,37.0,37.0,7.0,7.0,False,False,24,6,3,1,1,2,2,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v120_sheet01_0809.csv,QA_VALIDATED_PBP_V120,RELIEF_OR_BULK,MLB,False
