game_pk,official_date,game_dt,query_dates
822727,2026-06-03,2026-06-03T17:05:00Z,2026-06-03
822973,2026-06-03,2026-06-03T17:10:00Z,2026-06-03
823051,2026-06-03,2026-06-03T23:45:00Z,2026-06-03
823130,2026-06-03,2026-06-03T19:40:00Z,2026-06-03
823456,2026-06-03,2026-06-03T22:40:00Z,2026-06-03
823540,2026-06-03,2026-06-03T23:05:00Z,2026-06-03
823701,2026-06-03,2026-06-03T17:40:00Z,2026-06-03
823780,2026-06-03,2026-06-03T23:40:00Z,2026-06-03
824024,2026-06-03,2026-06-04T01:38:00Z,2026-06-03
824188,2026-06-03,2026-06-04T00:10:00Z,2026-06-03
824509,2026-06-03,2026-06-03T23:10:00Z,2026-06-03
824671,2026-06-03,2026-06-04T00:05:00Z,2026-06-03
824755,2026-06-03,2026-06-03T22:45:00Z,2026-06-03
824917,2026-06-03,2026-06-03T23:15:00Z,2026-06-03
825077,2026-06-03,2026-06-04T01:40:00Z,2026-06-03
