game_pk,official_date,game_dt,query_dates
823313,2026-04-16,2026-04-17T00:40:00Z,2026-04-16
823396,2026-04-16,2026-04-16T16:35:00Z,2026-04-16
823560,2026-04-16,2026-04-16T17:35:00Z,2026-04-16
823801,2026-04-16,2026-04-16T17:40:00Z,2026-04-16
824208,2026-04-16,2026-04-17T00:10:00Z,2026-04-16
824289,2026-04-16,2026-04-16T17:10:00Z,2026-04-16
824453,2026-04-16,2026-04-16T22:10:00Z,2026-04-16
824530,2026-04-16,2026-04-16T16:40:00Z,2026-04-16
824614,2026-04-16,2026-04-16T18:10:00Z,2026-04-16
825023,2026-04-16,2026-04-16T19:05:00Z,2026-04-16
