game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822749,606303,10,1,10,both,True
822749,607481,3,1,3,both,True
822749,641755,15,1,15,both,True
822749,642759,29,1,29,both,True
822749,663623,68,1,68,both,True
822749,676571,11,1,11,both,True
822749,693821,98,1,98,both,True
822749,695418,37,1,37,both,True
822994,572955,16,1,16,both,True
822994,642121,7,1,7,both,True
822994,656271,14,1,14,both,True
822994,669947,95,1,95,both,True
822994,683175,19,1,19,both,True
822994,694680,33,1,33,both,True
822994,695076,93,1,93,both,True
823149,643410,19,1,19,both,True
823149,663687,25,1,25,both,True
823149,666374,15,1,15,both,True
823149,668984,23,1,23,both,True
823149,669270,10,1,10,both,True
823149,669372,92,1,92,both,True
823149,676106,85,1,85,both,True
823149,678606,19,1,19,both,True
823149,681867,9,1,9,both,True
823879,664126,19,1,19,both,True
823879,669622,9,1,9,both,True
823879,676534,7,1,7,both,True
823879,676974,91,1,91,both,True
823879,677053,21,1,21,both,True
823879,681676,20,1,20,both,True
823879,694335,25,1,25,both,True
823879,700241,80,1,80,both,True
824046,641312,26,1,26,both,True
824046,643511,9,1,9,both,True
824046,656302,110,1,110,both,True
824046,656546,17,1,17,both,True
824046,672282,90,1,90,both,True
824046,680755,12,1,12,both,True
824046,681217,12,1,12,both,True
824046,686973,20,1,20,both,True
824125,607625,93,1,93,both,True
824125,621381,20,1,20,both,True
824125,656638,31,1,31,both,True
824125,663738,12,1,12,both,True
824125,664854,12,1,12,both,True
824125,664991,17,1,17,both,True
824125,666974,17,1,17,both,True
824125,668674,32,1,32,both,True
824125,670167,12,1,12,both,True
824125,670329,16,1,16,both,True
824125,671382,20,1,20,both,True
824125,680694,104,1,104,both,True
824125,689296,25,1,25,both,True
824370,500779,90,1,90,both,True
824370,671109,26,1,26,both,True
824370,680736,97,1,97,both,True
824370,683618,14,1,14,both,True
824370,685299,84,1,84,both,True
824450,595345,15,1,15,both,True
824450,641401,19,1,19,both,True
824450,670036,22,1,22,both,True
824450,677944,94,1,94,both,True
824450,681151,39,1,39,both,True
824450,681293,96,1,96,both,True
824450,682120,19,1,19,both,True
824450,805123,15,1,15,both,True
824692,571948,26,1,26,both,True
824692,605400,88,1,88,both,True
824692,607067,92,1,92,both,True
824692,656686,18,1,18,both,True
824692,663767,28,1,28,both,True
824692,679775,5,1,5,both,True
824692,686751,32,1,32,both,True
824776,543056,15,1,15,both,True
824776,543243,40,1,40,both,True
824776,547973,13,1,13,both,True
824776,623454,21,1,21,both,True
824776,656427,73,1,73,both,True
824776,663558,14,1,14,both,True
824776,663947,26,1,26,both,True
824776,669711,10,1,10,both,True
824776,670245,29,1,29,both,True
824776,676428,41,1,41,both,True
824776,676477,12,1,12,both,True
824776,677161,27,1,27,both,True
