game_pk,official_date,game_dt,query_dates
822877,2026-07-09,2026-07-10T00:05:00Z,2026-07-09
822954,2026-07-09,2026-07-09T17:10:00Z,2026-07-09
823034,2026-07-09,2026-07-09T23:45:00Z,2026-07-09
823201,2026-07-09,2026-07-10T01:45:00Z,2026-07-09
823277,2026-07-09,2026-07-10T01:40:00Z,2026-07-09
823359,2026-07-09,2026-07-09T16:35:00Z,2026-07-09
823606,2026-07-09,2026-07-09T17:10:00Z,2026-07-09
823683,2026-07-09,2026-07-09T17:40:00Z,2026-07-09
823846,2026-07-09,2026-07-09T22:40:00Z,2026-07-09
824251,2026-07-09,2026-07-09T22:40:00Z,2026-07-09
824494,2026-07-09,2026-07-09T23:10:00Z,2026-07-09
824577,2026-07-09,2026-07-09T18:10:00Z,2026-07-09
824816,2026-07-09,2026-07-09T17:35:00Z,2026-07-09
