date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-19,822736,NYM,True,38,24,9,9,2,6,2,38,24,9,9,2,6,2,6,6
2026-05-19,822736,WSH,True,37,27,6,10,0,9,3,37,27,6,10,0,9,3,6,6
2026-05-19,822979,BAL,True,34,24,4,7,3,10,1,34,24,4,7,3,10,1,4,4
2026-05-19,822979,TB,True,31,27,1,4,2,9,1,31,27,1,4,2,9,1,1,1
2026-05-19,823059,PIT,True,38,27,9,9,4,7,4,38,27,9,9,4,7,4,8,8
2026-05-19,823059,STL,True,46,30,6,12,4,13,0,46,30,6,12,4,13,0,6,6
2026-05-19,823136,CWS,True,34,27,1,1,4,13,0,34,27,1,1,4,13,0,1,1
2026-05-19,823136,SEA,True,35,27,2,4,3,14,0,35,27,2,4,3,14,0,2,2
2026-05-19,823302,LAD,True,37,27,4,6,4,6,2,37,27,4,6,4,6,2,4,4
2026-05-19,823302,SD,True,35,27,5,6,2,10,2,35,27,5,6,2,10,2,4,4
2026-05-19,823464,CIN,True,30,27,1,3,1,14,1,30,27,1,3,1,14,1,1,1
2026-05-19,823464,PHI,True,37,27,4,7,5,8,0,37,27,4,7,5,8,0,4,4
2026-05-19,823548,TOR,True,35,24,5,6,6,12,2,35,24,5,6,6,12,2,5,5
2026-05-19,823548,NYY,True,40,27,4,9,3,7,0,40,27,4,9,3,7,0,4,4
2026-05-19,823704,HOU,True,37,27,1,7,1,8,0,37,27,1,7,1,8,0,0,0
2026-05-19,823704,MIN,True,32,27,2,5,0,7,1,32,27,2,5,0,7,1,2,2
2026-05-19,823865,ATL,True,40,27,4,8,4,13,1,40,27,4,8,4,13,1,4,4
2026-05-19,823865,MIA,True,46,27,8,10,8,11,1,46,27,8,10,8,11,1,8,8
2026-05-19,824033,ATH,True,44,27,6,11,3,5,1,44,27,6,11,3,5,1,6,6
2026-05-19,824033,LAA,True,46,27,14,15,4,9,2,46,27,14,15,4,9,2,14,14
2026-05-19,824112,BOS,True,34,27,1,6,3,10,0,34,27,1,6,3,10,0,1,1
2026-05-19,824112,KC,True,41,27,7,15,4,9,1,41,27,7,15,4,9,1,7,7
2026-05-19,824276,CLE,True,40,27,3,7,6,13,1,40,27,3,7,6,13,1,2,2
2026-05-19,824276,DET,True,34,27,4,4,4,4,1,34,27,4,4,4,4,1,4,4
2026-05-19,824356,TEX,True,33,27,0,3,3,8,0,33,27,0,3,3,8,0,0,0
2026-05-19,824356,COL,True,48,27,10,16,6,6,1,48,27,10,16,6,6,1,10,10
2026-05-19,824677,MIL,True,36,27,2,6,2,13,0,36,27,2,6,2,13,0,1,1
2026-05-19,824677,CHC,True,42,27,5,11,3,7,1,42,27,5,11,3,7,1,5,5
2026-05-19,825086,SF,True,37,26,5,10,4,5,1,37,26,5,10,4,5,1,4,4
2026-05-19,825086,AZ,True,38,27,3,8,3,6,2,38,27,3,8,3,6,2,3,3
