game_pk,official_date,game_dt,query_dates
822749,2026-04-20,2026-04-20T22:45:00Z,2026-04-20
822994,2026-04-20,2026-04-20T22:40:00Z,2026-04-20
823149,2026-04-20,2026-04-21T01:40:00Z,2026-04-20
823879,2026-04-20,2026-04-20T22:40:00Z,2026-04-20
824046,2026-04-20,2026-04-21T01:38:00Z,2026-04-20
824125,2026-04-20,2026-04-20T23:40:00Z,2026-04-20
824370,2026-04-20,2026-04-21T00:40:00Z,2026-04-20
824450,2026-04-20,2026-04-20T22:10:00Z,2026-04-20
824692,2026-04-20,2026-04-20T23:40:00Z,2026-04-20
824776,2026-04-20,2026-04-20T15:10:00Z,2026-04-20
