game_pk,official_date,game_dt,query_dates
822819,2026-05-10,2026-05-10T17:37:00Z,2026-05-10
822902,2026-05-10,2026-05-10T18:35:00Z,2026-05-10
823221,2026-05-10,2026-05-10T20:05:00Z,2026-05-10
823305,2026-05-10,2026-05-10T20:10:00Z,2026-05-10
823463,2026-05-10,2026-05-10T17:35:00Z,2026-05-10
823793,2026-05-10,2026-05-10T18:10:00Z,2026-05-10
823868,2026-05-10,2026-05-10T16:15:00Z,2026-05-10
823954,2026-05-10,2026-05-10T20:10:00Z,2026-05-10
824113,2026-05-10,2026-05-10T23:20:00Z,2026-05-10
824440,2026-05-10,2026-05-10T17:40:00Z,2026-05-10
824520,2026-05-10,2026-05-10T17:40:00Z,2026-05-10
824605,2026-05-10,2026-05-10T18:10:00Z,2026-05-10
824765,2026-05-10,2026-05-10T17:35:00Z,2026-05-10
824845,2026-05-10,2026-05-10T17:35:00Z,2026-05-10
825085,2026-05-10,2026-05-10T20:10:00Z,2026-05-10
