game_pk,official_date,game_dt,query_dates
822789,2026-07-17,2026-07-17T23:15:00Z,2026-07-17
823115,2026-07-17,2026-07-18T02:10:00Z,2026-07-17
823524,2026-07-17,2026-07-17T23:05:00Z,2026-07-17
823766,2026-07-17,2026-07-17T23:40:00Z,2026-07-17
824009,2026-07-17,2026-07-18T01:38:00Z,2026-07-17
824090,2026-07-17,2026-07-18T00:10:00Z,2026-07-17
824170,2026-07-17,2026-07-18T00:10:00Z,2026-07-17
824332,2026-07-17,2026-07-18T00:40:00Z,2026-07-17
824655,2026-07-17,2026-07-18T00:05:00Z,2026-07-17
824737,2026-07-17,2026-07-17T23:10:00Z,2026-07-17
824766,2026-07-17,2026-07-17T17:35:00Z,2026-07-17
824901,2026-07-17,2026-07-17T23:15:00Z,2026-07-17
824981,2026-07-17,2026-07-18T01:40:00Z,2026-07-17
825060,2026-07-17,2026-07-18T01:40:00Z,2026-07-17
