date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-30,822731,SD,True,37,24,9,8,3,4,1,37,24,9,8,3,4,1,7,7
2026-05-30,822731,WSH,True,39,27,4,6,8,9,3,39,27,4,6,8,9,3,4,4
2026-05-30,822893,KC,True,41,24,7,14,1,7,2,41,24,7,14,1,7,2,5,5
2026-05-30,822893,TEX,True,42,27,6,11,4,7,1,42,27,6,11,4,7,1,6,6
2026-05-30,822975,LAA,True,41,27,3,6,8,11,1,41,27,3,6,8,11,1,3,3
2026-05-30,822975,TB,True,46,27,14,11,6,7,4,46,27,14,11,6,7,4,14,14
2026-05-30,823054,CHC,True,31,27,1,5,2,7,0,31,27,1,5,2,7,0,1,1
2026-05-30,823054,STL,True,47,27,6,12,3,7,1,47,27,6,12,3,7,1,3,3
2026-05-30,823132,AZ,True,34,24,5,9,0,3,4,34,24,5,9,0,3,4,4,4
2026-05-30,823132,SEA,True,31,27,1,3,1,9,0,31,27,1,3,1,9,0,0,0
2026-05-30,823375,MIN,True,45,24,10,15,6,4,3,45,24,10,15,6,4,3,9,9
2026-05-30,823375,PIT,True,44,27,9,12,5,10,0,44,27,9,12,5,10,0,9,9
2026-05-30,823622,MIA,True,35,24,6,10,2,4,2,35,24,6,10,2,4,2,6,6
2026-05-30,823622,NYM,True,35,27,1,6,3,15,0,35,27,1,6,3,15,0,1,1
2026-05-30,823945,PHI,True,38,27,3,9,2,9,0,38,27,3,9,2,9,0,3,3
2026-05-30,823945,LAD,True,35,27,4,6,2,11,2,35,27,4,6,2,11,2,4,4
2026-05-30,824190,MIL,True,40,24,9,12,2,8,2,40,24,9,12,2,8,2,9,9
2026-05-30,824190,HOU,True,35,27,2,6,3,9,0,35,27,2,6,3,9,0,2,2
2026-05-30,824352,SF,True,43,24,8,14,4,7,2,43,24,8,14,4,7,2,8,8
2026-05-30,824352,COL,True,34,27,3,9,0,5,1,34,27,3,9,0,5,1,3,3
2026-05-30,824431,BOS,True,36,27,1,6,4,11,0,36,27,1,6,4,11,0,1,1
2026-05-30,824431,CLE,True,47,27,9,11,5,10,1,47,27,9,11,5,10,1,5,5
2026-05-30,824513,ATL,True,33,27,2,5,3,5,1,33,27,2,5,3,5,1,2,2
2026-05-30,824513,CIN,True,38,27,5,7,5,6,4,38,27,5,7,5,6,4,5,5
2026-05-30,824593,DET,True,34,24,7,9,2,7,3,34,24,7,9,2,7,3,7,7
2026-05-30,824593,CWS,True,35,27,1,7,1,9,1,35,27,1,7,1,9,1,1,1
2026-05-30,824833,TOR,True,40,25,6,7,11,7,0,40,25,6,7,11,7,0,6,6
2026-05-30,824833,BAL,True,40,27,5,11,3,9,0,40,27,5,11,3,9,0,4,4
2026-05-30,825000,NYY,True,35,24,6,8,3,11,3,35,24,6,8,3,11,3,6,6
2026-05-30,825000,ATH,True,41,27,4,6,9,8,0,41,27,4,6,9,8,0,3,3
