RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
823619-548384,823619,2026-06-11,NYM,STL,H,548384,Brooks Raley,RELIEF_OR_BULK,3.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,20,4,3,0,0,0,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823619-596133,823619,2026-06-11,NYM,STL,H,596133,Luke Weaver,RELIEF_OR_BULK,3.0,18.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,11,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823619-621345,823619,2026-06-11,NYM,STL,H,621345,A.J. Minter,RELIEF_OR_BULK,3.0,13.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,14,4,4,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823619-642207,823619,2026-06-11,NYM,STL,H,642207,Devin Williams,RELIEF_OR_BULK,3.0,20.0,5.0,3.0,0.0,0.0,0.0,0.0,False,False,16,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823619-666277,823619,2026-06-11,STL,NYM,A,666277,George Soriano,RELIEF_OR_BULK,3.0,17.0,5.0,2.0,0.0,0.0,0.0,0.0,False,False,8,4,4,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823619-668941,823619,2026-06-11,STL,NYM,A,668941,JoJo Romero,RELIEF_OR_BULK,0.0,14.0,4.0,3.0,14.0,14.0,4.0,4.0,True,False,23,5,4,1,1,1,0,1,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823619-677865,823619,2026-06-11,STL,NYM,A,677865,Justin Bruihl,RELIEF_OR_BULK,1.0,21.0,7.0,6.0,21.0,21.0,7.0,7.0,False,False,10,3,1,1,1,2,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823619-700669,823619,2026-06-11,STL,NYM,A,700669,Gordon Graceffo,RELIEF_OR_BULK,4.0,24.0,6.0,5.0,0.0,0.0,0.0,0.0,False,False,9,2,2,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823855-623149,823855,2026-06-11,AZ,MIA,A,623149,Paul Sewald,RELIEF_OR_BULK,6.0,14.0,4.0,3.0,0.0,0.0,0.0,0.0,False,False,16,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823855-656848,823855,2026-06-11,MIA,AZ,H,656848,Michael Petersen,RELIEF_OR_BULK,1.0,26.0,6.0,3.0,26.0,26.0,6.0,6.0,False,False,14,4,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823855-664126,823855,2026-06-11,MIA,AZ,H,664126,Pete Fairbanks,RELIEF_OR_BULK,1.0,24.0,5.0,3.0,24.0,24.0,5.0,5.0,False,False,13,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
823855-669622,823855,2026-06-11,MIA,AZ,H,669622,Anthony Bender,RELIEF_OR_BULK,1.0,11.0,2.0,2.0,11.0,11.0,2.0,2.0,False,False,19,5,3,0,0,1,1,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v64_sheet01_0611.csv,QA_VALIDATED_PBP_V64,RELIEF_OR_BULK,MLB,False
