date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-08-14,822777,NYY,True,33,24,3,8,2,8,1,33,24,3,8,2,8,1,2,2
2026-08-14,822777,TOR,True,32,27,1,5,1,5,1,32,27,1,5,1,5,1,1,1
2026-08-14,822942,BAL,True,42,27,5,9,6,6,0,42,27,5,9,6,6,0,5,5
2026-08-14,822942,TB,True,38,27,6,12,3,6,2,38,27,6,12,3,6,2,6,6
2026-08-14,823185,COL,True,32,27,2,7,1,2,1,32,27,2,7,1,2,1,2,2
2026-08-14,823185,SF,True,41,27,5,6,7,10,1,41,27,5,6,7,10,1,5,5
2026-08-14,823346,BOS,True,35,24,8,9,1,8,2,35,24,8,9,1,8,2,7,7
2026-08-14,823346,PIT,True,39,27,4,9,4,10,0,39,27,4,9,4,10,0,4,4
2026-08-14,823591,WSH,True,35,24,4,7,3,8,2,35,24,4,7,3,8,2,4,4
2026-08-14,823591,NYM,True,38,27,1,5,4,9,0,38,27,1,5,4,9,0,0,0
2026-08-14,823913,MIL,True,34,24,3,8,2,10,2,34,24,3,8,2,10,2,3,3
2026-08-14,823913,LAD,True,36,27,1,5,4,12,0,36,27,1,5,4,12,0,1,1
2026-08-14,823993,KC,True,38,27,6,10,1,9,1,38,27,6,10,1,9,1,6,6
2026-08-14,823993,LAA,True,38,27,7,10,3,10,2,38,27,7,10,3,10,2,7,7
2026-08-14,824159,SEA,True,43,29,10,12,3,7,2,43,29,10,12,3,7,2,9,9
2026-08-14,824159,HOU,True,46,30,7,12,4,11,0,46,30,7,12,4,11,0,6,6
2026-08-14,824237,CWS,True,38,27,5,10,1,7,2,38,27,5,10,1,7,2,5,5
2026-08-14,824237,DET,True,45,27,9,14,3,6,4,45,27,9,14,3,6,4,9,9
2026-08-14,824399,SD,True,39,27,5,10,2,8,2,39,27,5,10,2,8,2,4,4
2026-08-14,824399,CLE,True,43,27,7,12,5,8,2,43,27,7,12,5,8,2,7,7
2026-08-14,824479,MIA,True,34,24,1,6,4,3,0,34,24,1,6,4,3,0,1,1
2026-08-14,824479,CIN,True,30,27,0,4,0,11,0,30,27,0,4,0,11,0,0,0
2026-08-14,824643,STL,True,32,24,3,6,3,6,1,32,24,3,6,3,6,1,3,3
2026-08-14,824643,CHC,True,32,27,0,3,2,6,0,32,27,0,3,2,6,0,0,0
2026-08-14,824882,AZ,True,30,27,0,3,0,11,0,30,27,0,3,0,11,0,0,0
2026-08-14,824882,ATL,True,39,27,2,10,1,11,1,39,27,2,10,1,11,1,2,2
2026-08-14,824968,TEX,True,41,24,8,9,7,8,2,41,24,8,9,7,8,2,7,7
2026-08-14,824968,ATH,True,38,27,3,4,6,5,1,38,27,3,4,6,5,1,3,3
