date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-07-29,822702,TOR,True,37,27,2,6,5,5,0,37,27,2,6,5,5,0,2,2
2026-07-29,822702,WSH,True,44,27,5,12,4,5,0,44,27,5,12,4,5,0,5,5
2026-07-29,822947,TEX,True,29,24,3,3,1,9,2,29,24,3,3,1,9,2,3,3
2026-07-29,822947,TB,True,32,27,0,4,1,8,0,32,27,0,4,1,8,0,0,0
2026-07-29,823022,CHC,True,39,28,3,7,3,10,0,39,28,3,7,3,10,0,2,2
2026-07-29,823022,STL,True,39,30,2,3,6,8,1,39,30,2,3,6,8,1,1,1
2026-07-29,823192,MIL,True,50,24,16,17,7,5,2,50,24,16,17,7,5,2,14,14
2026-07-29,823192,SF,True,39,27,3,8,4,7,0,39,27,3,8,4,7,0,3,3
2026-07-29,823273,COL,True,31,24,3,6,1,3,0,31,24,3,6,1,3,0,3,3
2026-07-29,823273,SD,True,35,27,1,6,2,14,0,35,27,1,6,2,14,0,1,1
2026-07-29,823351,AZ,True,32,27,0,5,2,4,0,32,27,0,5,2,4,0,0,0
2026-07-29,823351,PIT,True,34,27,3,6,2,6,1,34,27,3,6,2,6,1,3,3
2026-07-29,823596,ATL,True,36,24,3,6,5,9,0,36,24,3,6,5,9,0,3,3
2026-07-29,823596,NYM,True,34,27,2,7,2,6,1,34,27,2,7,2,6,1,2,2
2026-07-29,823598,ATL,True,30,27,0,2,1,12,0,30,27,0,2,1,12,0,0,0
2026-07-29,823598,NYM,True,36,27,1,7,1,12,0,36,27,1,7,1,12,0,1,1
2026-07-29,823677,KC,True,33,27,0,5,1,4,0,33,27,0,5,1,4,0,0,0
2026-07-29,823677,MIN,True,40,27,4,12,2,8,1,40,27,4,12,2,8,1,4,4
2026-07-29,823837,PHI,True,37,24,8,8,5,6,2,37,24,8,8,5,6,2,8,8
2026-07-29,823837,MIA,True,37,27,6,9,4,7,1,37,27,6,9,4,7,1,6,6
2026-07-29,823924,SEA,True,35,24,4,11,1,7,1,35,24,4,11,1,7,1,4,4
2026-07-29,823924,LAD,True,34,27,2,5,2,5,0,34,27,2,5,2,5,0,2,2
2026-07-29,824002,HOU,True,37,27,4,9,2,5,0,37,27,4,9,2,5,0,4,4
2026-07-29,824002,LAA,True,44,27,7,11,5,11,2,44,27,7,11,5,11,2,6,6
2026-07-29,824242,BAL,True,51,36,9,10,3,9,1,51,36,9,10,3,9,1,5,5
2026-07-29,824242,DET,True,50,36,10,9,5,11,0,50,36,10,9,5,11,0,8,8
2026-07-29,824487,CLE,True,38,27,1,6,4,16,0,38,27,1,6,4,16,0,1,1
2026-07-29,824487,CIN,True,47,27,6,13,6,6,1,47,27,6,13,6,6,1,6,6
2026-07-29,824567,NYY,True,45,34,6,6,4,12,2,45,34,6,6,4,12,2,4,4
2026-07-29,824567,CWS,True,48,36,5,9,3,11,1,48,36,5,9,3,11,1,4,4
2026-07-29,824973,BOS,True,41,30,2,8,2,14,2,41,30,2,8,2,14,2,2,2
2026-07-29,824973,ATH,True,46,30,4,12,4,12,2,46,30,4,12,4,12,2,2,2
