game_pk,official_date,game_dt,query_dates
822810,2026-06-05,2026-06-05T23:07:00Z,2026-06-05
822892,2026-06-05,2026-06-06T00:15:00Z,2026-06-05
823049,2026-06-05,2026-06-06T00:15:00Z,2026-06-05
823293,2026-06-05,2026-06-06T01:40:00Z,2026-06-05
823455,2026-06-05,2026-06-05T22:40:00Z,2026-06-05
823538,2026-06-05,2026-06-05T23:05:00Z,2026-06-05
823699,2026-06-05,2026-06-06T00:15:00Z,2026-06-05
823860,2026-06-05,2026-06-05T23:10:00Z,2026-06-05
823943,2026-06-05,2026-06-06T02:10:00Z,2026-06-05
824186,2026-06-05,2026-06-06T00:10:00Z,2026-06-05
824271,2026-06-05,2026-06-05T22:40:00Z,2026-06-05
824350,2026-06-05,2026-06-06T00:40:00Z,2026-06-05
824673,2026-06-05,2026-06-05T18:20:00Z,2026-06-05
824914,2026-06-05,2026-06-05T23:15:00Z,2026-06-05
825073,2026-06-05,2026-06-06T01:40:00Z,2026-06-05
