game_pk,official_date,game_dt,query_dates
822752,2026-04-17,2026-04-17T22:45:00Z,2026-04-17
823152,2026-04-17,2026-04-18T01:40:00Z,2026-04-17
823397,2026-04-17,2026-04-17T22:45:00Z,2026-04-17
823476,2026-04-17,2026-04-17T22:40:00Z,2026-04-17
823559,2026-04-17,2026-04-17T23:05:00Z,2026-04-17
823720,2026-04-17,2026-04-18T00:10:00Z,2026-04-17
823883,2026-04-17,2026-04-17T23:10:00Z,2026-04-17
824048,2026-04-17,2026-04-18T01:38:00Z,2026-04-17
824207,2026-04-17,2026-04-18T00:10:00Z,2026-04-17
824373,2026-04-17,2026-04-18T00:40:00Z,2026-04-17
824454,2026-04-17,2026-04-17T22:10:00Z,2026-04-17
824693,2026-04-17,2026-04-17T18:20:00Z,2026-04-17
824778,2026-04-17,2026-04-17T23:15:00Z,2026-04-17
825019,2026-04-17,2026-04-18T01:40:00Z,2026-04-17
825101,2026-04-17,2026-04-18T01:40:00Z,2026-04-17
