pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status,SPECIAL_CASE,AUDIT_SOURCE
607536,,,,,,,,823317,,,2026-04-12,2026-04-12T20:10:00Z,COL,SD,A,Kyle Freeland,True,STARTER,0,0,0,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823317/feed/live,right_only,False,P,Pitcher,STARTER/OPENER/BULK,True,QA_REVIEW,ZERO_PITCH_LISTED_NONAPPEARANCE,runtime/hbm26_v4_823317_zero_pitch_audit.json
