game_pk,pitcher_id,boxscore_np,games_pitched,savant_pitches,_merge,match
822711,518585,7,1,7,both,True
822711,571945,59,1,59,both,True
822711,640454,21,1,21,both,True
822711,670280,11,1,11,both,True
822711,676571,31,1,31,both,True
822711,676680,18,1,18,both,True
822711,687377,17,1,17,both,True
822711,687396,25,1,25,both,True
822711,690925,10,1,10,both,True
822711,693645,99,1,99,both,True
822875,455119,25,1,25,both,True
822875,660853,10,1,10,both,True
822875,663567,107,1,107,both,True
822875,677958,91,1,91,both,True
822875,686560,25,1,25,both,True
822875,695239,14,1,14,both,True
822875,805123,43,1,43,both,True
822953,592155,30,1,30,both,True
822953,621074,13,1,13,both,True
822953,642100,5,1,5,both,True
822953,643377,69,1,69,both,True
822953,664076,24,1,24,both,True
822953,668984,16,1,16,both,True
822953,669302,96,1,96,both,True
823030,625643,85,1,85,both,True
823030,666277,9,1,9,both,True
823030,669461,71,1,71,both,True
823030,676617,18,1,18,both,True
823030,702566,47,1,47,both,True
823030,703725,19,1,19,both,True
823198,607536,92,1,92,both,True
823198,641816,104,1,104,both,True
823198,664141,25,1,25,both,True
823198,688642,25,1,25,both,True
823276,621111,65,1,65,both,True
823276,663362,46,1,46,both,True
823276,670970,11,1,11,both,True
823276,671936,37,1,37,both,True
823276,673513,20,1,20,both,True
823276,680755,27,1,27,both,True
823276,689254,28,1,28,both,True
823276,693686,39,1,39,both,True
823276,695243,14,1,14,both,True
823276,699134,15,1,15,both,True
823276,702056,59,1,59,both,True
823356,642701,19,1,19,both,True
823356,670990,18,1,18,both,True
823356,675660,83,1,83,both,True
823356,676755,24,1,24,both,True
823356,681982,7,1,7,both,True
823356,682254,27,1,27,both,True
823356,682842,13,1,13,both,True
823356,685126,14,1,14,both,True
823356,696149,97,1,97,both,True
823357,642397,20,1,20,both,True
823357,669060,8,1,8,both,True
823357,669387,57,1,57,both,True
823357,676879,24,1,24,both,True
823357,677952,98,1,98,both,True
823357,684974,25,1,25,both,True
823357,687075,83,1,83,both,True
823357,694477,18,1,18,both,True
823603,543056,37,1,37,both,True
823603,548384,11,1,11,both,True
823603,621345,12,1,12,both,True
823603,623211,12,1,12,both,True
823603,642547,92,1,92,both,True
823603,663558,25,1,25,both,True
823603,668964,23,1,23,both,True
823603,669711,12,1,12,both,True
823603,686580,17,1,17,both,True
823603,700842,64,1,64,both,True
823682,657746,94,1,94,both,True
823682,667297,27,1,27,both,True
823682,672782,18,1,18,both,True
823682,696270,75,1,75,both,True
823682,808970,21,1,21,both,True
823682,815083,39,1,39,both,True
823682,820862,17,1,17,both,True
823844,542888,5,1,5,both,True
823844,670059,11,1,11,both,True
823844,676440,94,1,94,both,True
823844,680916,16,1,16,both,True
823844,687531,42,1,42,both,True
823844,691587,99,1,99,both,True
823844,806188,14,1,14,both,True
823926,656464,11,1,11,both,True
823926,666661,10,1,10,both,True
823926,689017,60,1,60,both,True
823926,691769,6,1,6,both,True
823926,694297,77,1,77,both,True
823926,805299,9,1,9,both,True
823926,808967,103,1,103,both,True
824249,445276,13,1,13,both,True
824249,623454,19,1,19,both,True
824249,650911,103,1,103,both,True
824249,661395,8,1,8,both,True
824249,663554,97,1,97,both,True
824249,663947,9,1,9,both,True
824249,680742,9,1,9,both,True
824492,519141,15,1,15,both,True
824492,572955,18,1,18,both,True
824492,573204,14,1,14,both,True
824492,622088,9,1,9,both,True
824492,656271,2,1,2,both,True
824492,657097,23,1,23,both,True
824492,657571,15,1,15,both,True
824492,663423,3,1,3,both,True
824492,665871,82,1,82,both,True
824492,666157,78,1,78,both,True
824492,669020,15,1,15,both,True
824492,670062,19,1,19,both,True
824576,607200,55,1,55,both,True
824576,656794,25,1,25,both,True
824576,663542,7,1,7,both,True
824576,663687,11,1,11,both,True
824576,665622,12,1,12,both,True
824576,669684,21,1,21,both,True
824576,691799,22,1,22,both,True
824576,695611,86,1,86,both,True
824813,664991,15,1,15,both,True
824813,666974,4,1,4,both,True
824813,669212,14,1,14,both,True
824813,669330,12,1,12,both,True
824813,680694,96,1,96,both,True
824813,702070,100,1,100,both,True
