pitcher_id,pbp_pitches,entry_inning,first_play_index,last_play_index,first_pitch_row,last_pitch_row,entry_half,game_pk,pbp_source,fallback_used,date,game_date_time,team,opp,home_away,pitcher_name,is_starter,role,boxscore_np,bf,outs,r,er,h,bb,k,hr,boxscore_source,_merge,pitch_count_match,primary_position,primary_position_name,pitcher_class,line_stats_match,qa_status,games_pitched,games_started,physical_appearance
688297,29.0,9.0,78.0,85.0,272.0,300.0,Top,823079,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-29.parquet,False,2026-03-29,2026-03-29T18:15:00Z,STL,TB,H,Chris Roycroft,False,RELIEF_OR_BULK,29,8,3,2,2,3,1,0,0,https://statsapi.mlb.com/api/v1.1/game/823079/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
690155,31.0,8.0,65.0,71.0,217.0,247.0,Top,823079,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-29.parquet,False,2026-03-29,2026-03-29T18:15:00Z,STL,TB,H,Matt Pushard,False,RELIEF_OR_BULK,31,7,3,3,3,3,1,1,0,https://statsapi.mlb.com/api/v1.1/game/823079/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
548384,17.0,8.0,66.0,69.0,230.0,246.0,Bot,823080,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-30.parquet,False,2026-03-30,2026-03-30T23:45:00Z,NYM,STL,A,Brooks Raley,False,RELIEF_OR_BULK,17,4,3,0,0,1,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823080/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
605280,90.0,1.0,4.0,52.0,16.0,189.0,Bot,823080,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-30.parquet,False,2026-03-30,2026-03-30T23:45:00Z,NYM,STL,A,Clay Holmes,True,STARTER,90,23,17,2,2,4,3,5,1,https://statsapi.mlb.com/api/v1.1/game/823080/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
642207,12.0,9.0,73.0,75.0,258.0,269.0,Bot,823080,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-30.parquet,False,2026-03-30,2026-03-30T23:45:00Z,NYM,STL,A,Devin Williams,False,RELIEF_OR_BULK,12,3,3,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/823080/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
666277,21.0,8.0,61.0,72.0,220.0,257.0,Top,823080,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-30.parquet,False,2026-03-30,2026-03-30T23:45:00Z,STL,NYM,H,George Soriano,False,RELIEF_OR_BULK,21,8,6,0,0,1,1,0,0,https://statsapi.mlb.com/api/v1.1/game/823080/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
668964,14.0,6.0,53.0,60.0,190.0,219.0,Bot,823080,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-30.parquet,False,2026-03-30,2026-03-30T23:45:00Z,NYM,STL,A,Tobias Myers,False,RELIEF_OR_BULK,14,4,4,0,0,0,0,3,0,https://statsapi.mlb.com/api/v1.1/game/823080/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
681517,79.0,1.0,0.0,43.0,1.0,160.0,Top,823080,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-30.parquet,False,2026-03-30,2026-03-30T23:45:00Z,STL,NYM,H,Kyle Leahy,True,STARTER,79,24,15,4,4,8,2,1,0,https://statsapi.mlb.com/api/v1.1/game/823080/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
694335,36.0,6.0,44.0,57.0,161.0,206.0,Top,823080,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-30.parquet,False,2026-03-30,2026-03-30T23:45:00Z,STL,NYM,H,Matt Svanson,False,RELIEF_OR_BULK,36,10,6,0,0,1,2,3,0,https://statsapi.mlb.com/api/v1.1/game/823080/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
592773,26.0,9.0,84.0,89.0,288.0,313.0,Top,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,STL,TB,H,Ryne Stanek,False,RELIEF_OR_BULK,26,6,3,0,0,0,3,1,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
643377,14.0,6.0,63.0,65.0,220.0,233.0,Bot,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,TB,STL,A,Griffin Jax,False,RELIEF_OR_BULK,14,3,2,1,1,1,0,0,1,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
656876,73.0,1.0,5.0,43.0,18.0,151.0,Bot,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,TB,STL,A,Drew Rasmussen,True,STARTER,73,20,15,1,1,4,0,2,1,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
664076,9.0,6.0,60.0,62.0,211.0,219.0,Bot,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,TB,STL,A,Garrett Cleavinger,False,RELIEF_OR_BULK,9,3,1,2,2,2,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
668941,9.0,7.0,66.0,69.0,234.0,242.0,Top,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,STL,TB,H,JoJo Romero,False,RELIEF_OR_BULK,9,4,2,0,0,2,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
669461,78.0,1.0,0.0,39.0,1.0,138.0,Top,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,STL,TB,H,Matthew Liberatore,True,STARTER,78,24,15,1,1,7,2,2,1,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
672782,28.0,7.0,71.0,83.0,250.0,287.0,Bot,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,TB,STL,A,Yoendrys Gómez,False,RELIEF_OR_BULK,28,9,6,0,0,2,1,1,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676617,17.0,7.0,70.0,78.0,243.0,271.0,Top,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,STL,TB,H,Riley O'Brien,False,RELIEF_OR_BULK,17,5,4,0,0,1,0,2,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
677865,9.0,6.0,48.0,50.0,168.0,176.0,Top,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,STL,TB,H,Justin Bruihl,False,RELIEF_OR_BULK,9,3,1,2,2,1,1,0,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
688297,13.0,6.0,51.0,54.0,177.0,189.0,Top,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,STL,TB,H,Chris Roycroft,False,RELIEF_OR_BULK,13,4,1,1,1,3,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
693855,21.0,6.0,55.0,59.0,190.0,210.0,Bot,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,TB,STL,A,Ian Seymour,False,RELIEF_OR_BULK,21,5,0,5,5,5,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
694335,16.0,6.0,44.0,47.0,152.0,167.0,Top,823081,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-26.parquet,False,2026-03-26,2026-03-26T20:15:00Z,STL,TB,H,Matt Svanson,False,RELIEF_OR_BULK,16,4,1,3,3,3,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823081/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
592773,27.0,9.0,64.0,72.0,259.0,298.0,Top,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,STL,TB,H,Ryne Stanek,False,RELIEF_OR_BULK,27,6,4,2,1,3,0,2,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
641329,13.0,9.0,67.0,69.0,270.0,282.0,Bot,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,TB,STL,A,Bryan Baker,False,RELIEF_OR_BULK,13,3,3,0,0,0,0,2,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
642121,41.0,7.0,46.0,58.0,181.0,238.0,Bot,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,TB,STL,A,Cole Sulser,False,RELIEF_OR_BULK,41,10,6,2,1,2,1,2,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
643377,9.0,10.0,73.0,75.0,299.0,307.0,Bot,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,TB,STL,A,Griffin Jax,False,RELIEF_OR_BULK,9,3,1,2,1,1,1,0,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
668941,17.0,8.0,50.0,52.0,194.0,210.0,Top,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,STL,TB,H,JoJo Romero,False,RELIEF_OR_BULK,17,3,3,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
671212,75.0,1.0,3.0,41.0,15.0,171.0,Bot,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,TB,STL,A,Joe Boyle,True,STARTER,75,21,18,2,2,3,0,4,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
676617,9.0,7.0,42.0,45.0,172.0,180.0,Top,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,STL,TB,H,Riley O'Brien,False,RELIEF_OR_BULK,9,4,3,0,0,2,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
694335,20.0,9.0,59.0,63.0,239.0,258.0,Top,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,STL,TB,H,Matt Svanson,False,RELIEF_OR_BULK,20,5,2,3,3,2,1,0,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
700241,96.0,1.0,0.0,38.0,1.0,158.0,Top,823082,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-03-28.parquet,False,2026-03-28,2026-03-28T18:15:00Z,STL,TB,H,Michael McGreevy,True,STARTER,96,21,18,0,0,0,2,5,0,https://statsapi.mlb.com/api/v1.1/game/823082/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
595345,11.0,5.0,46.0,48.0,191.0,201.0,Bot,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,HOU,SEA,A,Steven Okert,False,RELIEF_OR_BULK,11,3,2,1,1,1,0,0,1,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
621121,79.0,1.0,3.0,45.0,16.0,190.0,Bot,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,HOU,SEA,A,Lance McCullers Jr.,True,STARTER,79,19,13,6,6,5,2,4,1,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
622491,91.0,1.0,0.0,31.0,1.0,142.0,Top,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,SEA,HOU,H,Luis Castillo,True,STARTER,91,21,10,7,7,10,1,3,1,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
650556,23.0,9.0,79.0,83.0,337.0,359.0,Bot,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,HOU,SEA,A,Bryan Abreu,False,RELIEF_OR_BULK,23,5,1,1,1,1,3,1,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
660825,16.0,7.0,57.0,61.0,252.0,267.0,Top,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,SEA,HOU,H,Eduard Bazardo,False,RELIEF_OR_BULK,16,5,3,0,0,2,0,2,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
662253,24.0,9.0,73.0,78.0,313.0,336.0,Top,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,SEA,HOU,H,Andrés Muñoz,False,RELIEF_OR_BULK,24,6,3,0,0,1,2,1,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
666374,12.0,8.0,65.0,69.0,284.0,295.0,Top,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,SEA,HOU,H,Matt Brash,False,RELIEF_OR_BULK,12,5,3,0,0,1,1,0,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
668984,20.0,4.0,32.0,40.0,143.0,172.0,Top,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,SEA,HOU,H,Casey Legumina,False,RELIEF_OR_BULK,20,6,5,0,0,2,0,2,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
678606,21.0,6.0,49.0,52.0,202.0,222.0,Top,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,SEA,HOU,H,José A. Ferrer,False,RELIEF_OR_BULK,21,4,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
678906,20.0,6.0,53.0,55.0,223.0,242.0,Bot,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,HOU,SEA,A,Kai-Wei Teng,False,RELIEF_OR_BULK,20,3,2,0,0,0,1,2,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
687911,25.0,6.0,56.0,64.0,243.0,283.0,Bot,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,HOU,SEA,A,Bryan King,False,RELIEF_OR_BULK,25,4,4,0,0,0,1,1,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
805123,17.0,8.0,70.0,72.0,296.0,312.0,Bot,823155,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-11.parquet,False,2026-04-11,2026-04-12T01:40:00Z,HOU,SEA,A,AJ Blubaugh,False,RELIEF_OR_BULK,17,3,3,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823155/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
595345,21.0,1.0,10.0,21.0,53.0,103.0,Bot,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,HOU,SEA,A,Steven Okert,False,RELIEF_OR_BULK,21,5,5,0,0,0,0,2,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
641585,59.0,5.0,44.0,65.0,211.0,298.0,Bot,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,HOU,SEA,A,J.P. France,False,RELIEF_OR_BULK,59,15,8,4,4,3,4,3,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
642100,12.0,6.0,47.0,50.0,224.0,235.0,Top,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,SEA,HOU,H,Gabe Speier,False,RELIEF_OR_BULK,12,4,3,0,0,1,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
660825,17.0,7.0,55.0,57.0,250.0,266.0,Top,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,SEA,HOU,H,Eduard Bazardo,False,RELIEF_OR_BULK,17,3,3,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
660853,10.0,8.0,72.0,75.0,321.0,330.0,Bot,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,HOU,SEA,A,Enyel De Los Santos,False,RELIEF_OR_BULK,10,4,3,0,0,1,0,1,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
662253,25.0,9.0,76.0,80.0,331.0,355.0,Top,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,SEA,HOU,H,Andrés Muñoz,False,RELIEF_OR_BULK,25,5,3,0,0,0,2,1,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
666374,4.0,8.0,71.0,71.0,317.0,320.0,Top,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,SEA,HOU,H,Matt Brash,False,RELIEF_OR_BULK,4,1,2,0,0,0,0,0,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
676106,88.0,1.0,0.0,39.0,1.0,192.0,Top,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,SEA,HOU,H,Emerson Hancock,True,STARTER,88,19,15,3,3,4,2,5,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
677961,18.0,8.0,66.0,70.0,299.0,316.0,Top,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,SEA,HOU,H,Cole Wilcox,False,RELIEF_OR_BULK,18,5,1,3,3,3,0,0,1,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
680802,64.0,3.0,25.0,43.0,118.0,210.0,Bot,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,HOU,SEA,A,Ryan Weiss,False,RELIEF_OR_BULK,64,13,7,2,2,4,2,4,1,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
837227,37.0,1.0,3.0,9.0,16.0,52.0,Bot,823156,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-10.parquet,False,2026-04-10,2026-04-11T01:40:00Z,HOU,SEA,A,Tatsuya Imai,True,STARTER,37,7,1,3,3,1,4,0,0,https://statsapi.mlb.com/api/v1.1/game/823156/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
518585,12.0,7.0,48.0,49.0,182.0,193.0,Bot,823157,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-01.parquet,False,2026-04-01,2026-04-01T20:10:00Z,NYY,SEA,A,Fernando Cruz,False,RELIEF_OR_BULK,12,2,2,0,0,0,0,1,0,https://statsapi.mlb.com/api/v1.1/game/823157/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
666808,19.0,8.0,54.0,58.0,208.0,226.0,Bot,823157,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-01.parquet,False,2026-04-01,2026-04-01T20:10:00Z,NYY,SEA,A,Camilo Doval,False,RELIEF_OR_BULK,19,5,2,2,2,2,1,1,0,https://statsapi.mlb.com/api/v1.1/game/823157/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
669923,89.0,1.0,0.0,40.0,1.0,144.0,Top,823157,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-01.parquet,False,2026-04-01,2026-04-01T20:10:00Z,SEA,NYY,H,George Kirby,True,STARTER,89,24,18,4,4,5,3,6,1,https://statsapi.mlb.com/api/v1.1/game/823157/feed/live,both,True,P,Pitcher,STARTER/OPENER/BULK,True,QA_VALIDATED_CANONICAL_V3,,,
670280,40.0,8.0,59.0,69.0,227.0,282.0,Bot,823157,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-04-01.parquet,False,2026-04-01,2026-04-01T20:10:00Z,NYY,SEA,A,David Bednar,False,RELIEF_OR_BULK,40,7,4,1,1,3,0,1,0,https://statsapi.mlb.com/api/v1.1/game/823157/feed/live,both,True,P,Pitcher,BULLPEN_PITCHER,True,QA_VALIDATED_CANONICAL_V3,,,
