RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
824593-622554,824593,2026-05-30,CWS,DET,H,622554,Seranthony Domínguez,RELIEF_OR_BULK,0.0,10.0,3.0,3.0,10.0,10.0,3.0,3.0,True,False,15,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
824593-670950,824593,2026-05-30,CWS,DET,H,670950,Trevor Richards,RELIEF_OR_BULK,2.0,4.0,3.0,3.0,0.0,4.0,0.0,3.0,False,False,10,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
824593-689225,824593,2026-05-30,DET,CWS,A,689225,Beau Brieske,RELIEF_OR_BULK,,,,,,,,,,,30,7,4,3,3,3,0,3,2,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,,,
824593-691799,824593,2026-05-30,CWS,DET,H,691799,Grant Taylor,RELIEF_OR_BULK,1.0,14.0,4.0,3.0,14.0,14.0,4.0,4.0,False,False,31,6,6,0,0,0,0,4,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
822731-593974,822731,2026-05-30,SD,WSH,A,593974,Wandy Peralta,RELIEF_OR_BULK,3.0,25.0,6.0,3.0,0.0,0.0,0.0,0.0,False,False,17,6,3,2,2,2,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
822731-681402,822731,2026-05-30,WSH,SD,H,681402,Gus Varland,RELIEF_OR_BULK,2.0,10.0,3.0,3.0,0.0,10.0,0.0,3.0,False,False,30,6,2,1,1,1,3,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
822731-690925,822731,2026-05-30,WSH,SD,H,690925,Clayton Beeter,RELIEF_OR_BULK,2.0,11.0,4.0,3.0,0.0,11.0,0.0,4.0,False,False,22,6,4,0,0,0,2,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
822731-695418,822731,2026-05-30,WSH,SD,H,695418,Brad Lord,RELIEF_OR_BULK,6.0,47.0,12.0,9.0,0.0,0.0,0.0,0.0,False,False,32,6,6,0,0,0,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
822731-699134,822731,2026-05-30,SD,WSH,A,699134,Bradgley Rodriguez,RELIEF_OR_BULK,3.0,27.0,4.0,4.0,0.0,0.0,0.0,0.0,False,False,26,6,3,2,0,1,1,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
822893-455119,822893,2026-05-30,TEX,KC,H,455119,Chris Martin,RELIEF_OR_BULK,2.0,17.0,5.0,3.0,0.0,17.0,0.0,5.0,False,False,18,5,3,2,2,1,1,0,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v52_sheet01_0530.csv,QA_VALIDATED_PBP_V52,RELIEF_OR_BULK,MLB,False
