RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
823437-621237,823437,2026-07-21,PHI,LAD,H,621237,José Alvarado,RELIEF_OR_BULK,0.0,11.0,3.0,3.0,11.0,27.0,3.0,7.0,True,False,16,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
823437-623465,823437,2026-07-21,LAD,PHI,A,623465,Evan Phillips,RELIEF_OR_BULK,1.0,24.0,6.0,3.0,24.0,24.0,6.0,6.0,False,False,8,3,3,0,0,0,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
823437-656945,823437,2026-07-21,LAD,PHI,A,656945,Tanner Scott,RELIEF_OR_BULK,3.0,11.0,3.0,3.0,0.0,0.0,0.0,0.0,False,False,18,6,5,0,0,2,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
823437-680742,823437,2026-07-21,PHI,LAD,H,680742,Jonathan Bowlan,RELIEF_OR_BULK,0.0,10.0,4.0,3.0,10.0,10.0,4.0,4.0,True,False,14,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824409-542888,824409,2026-07-21,CLE,MIN,H,542888,Shawn Armstrong,RELIEF_OR_BULK,0.0,19.0,5.0,3.0,19.0,29.0,5.0,8.0,True,False,17,4,2,0,0,2,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824409-573124,824409,2026-07-21,MIN,CLE,A,573124,Taylor Rogers,RELIEF_OR_BULK,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,28,7,4,1,1,2,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824409-670059,824409,2026-07-21,CLE,MIN,H,670059,Colin Holderman,RELIEF_OR_BULK,0.0,14.0,4.0,3.0,14.0,29.0,4.0,8.0,True,False,8,2,1,0,0,0,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824409-671922,824409,2026-07-21,CLE,MIN,H,671922,Cade Smith,RELIEF_OR_BULK,2.0,13.0,3.0,3.0,0.0,13.0,0.0,3.0,False,False,11,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824409-681252,824409,2026-07-21,MIN,CLE,A,681252,Jack Anderson,RELIEF_OR_BULK,90.0,31.0,10.0,6.0,0.0,0.0,0.0,0.0,False,False,8,4,4,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824409-683769,824409,2026-07-21,CLE,MIN,H,683769,Hunter Gaddis,RELIEF_OR_BULK,1.0,13.0,3.0,3.0,13.0,13.0,3.0,3.0,False,False,17,4,4,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824409-702474,824409,2026-07-21,MIN,CLE,A,702474,Mike Paredes,RELIEF_OR_BULK,2.0,40.0,10.0,6.0,0.0,40.0,0.0,10.0,False,False,49,16,9,2,2,6,1,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
822787-518886,822787,2026-07-21,TB,TOR,A,518886,Craig Kimbrel,RELIEF_OR_BULK,1.0,14.0,3.0,3.0,14.0,14.0,3.0,3.0,False,False,12,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
822787-571578,822787,2026-07-21,TOR,TB,H,571578,Patrick Corbin,RELIEF_OR_BULK,3.0,33.0,8.0,4.0,0.0,0.0,0.0,0.0,False,False,48,14,7,4,4,7,0,3,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
822787-642121,822787,2026-07-21,TB,TOR,A,642121,Cole Sulser,RELIEF_OR_BULK,2.0,15.0,4.0,2.0,0.0,15.0,0.0,4.0,False,False,18,5,6,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
822787-664076,822787,2026-07-21,TB,TOR,A,664076,Garrett Cleavinger,RELIEF_OR_BULK,2.0,18.0,3.0,1.0,0.0,18.0,0.0,3.0,False,False,16,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
822787-681751,822787,2026-07-21,TOR,TB,H,681751,Lazaro Estrada,RELIEF_OR_BULK,1.0,10.0,3.0,3.0,10.0,10.0,3.0,3.0,False,False,41,10,6,3,3,3,1,3,1,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
822787-689254,822787,2026-07-21,TOR,TB,H,689254,Mason Fluharty,RELIEF_OR_BULK,1.0,22.0,4.0,4.0,22.0,22.0,4.0,4.0,False,False,11,2,2,0,0,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824895-641755,824895,2026-07-21,ATL,SD,H,641755,Tyler Kinley,RELIEF_OR_BULK,2.0,16.0,4.0,1.0,0.0,16.0,0.0,4.0,False,False,14,3,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824895-670970,824895,2026-07-21,SD,ATL,A,670970,Adrian Morejon,RELIEF_OR_BULK,3.0,23.0,9.0,6.0,0.0,0.0,0.0,0.0,False,False,10,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824895-673513,824895,2026-07-21,SD,ATL,A,673513,Yuki Matsui,RELIEF_OR_BULK,1.0,19.0,5.0,6.0,19.0,19.0,5.0,5.0,False,False,21,4,2,1,1,0,2,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
824895-695243,824895,2026-07-21,SD,ATL,A,695243,Mason Miller,RELIEF_OR_BULK,3.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,False,False,21,5,3,0,0,1,1,3,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v101_sheet01_0721.csv,QA_VALIDATED_PBP_V101,RELIEF_OR_BULK,MLB,False
