game_pk,official_date,game_dt,query_dates
822723,2026-06-16,2026-06-16T22:45:00Z,2026-06-16
822888,2026-06-16,2026-06-17T00:05:00Z,2026-06-16
823045,2026-06-16,2026-06-16T23:45:00Z,2026-06-16
823128,2026-06-16,2026-06-17T01:40:00Z,2026-06-16
823451,2026-06-16,2026-06-16T22:40:00Z,2026-06-16
823535,2026-06-16,2026-06-16T23:05:00Z,2026-06-16
823775,2026-06-16,2026-06-16T23:40:00Z,2026-06-16
823939,2026-06-16,2026-06-17T02:10:00Z,2026-06-16
824182,2026-06-16,2026-06-17T00:10:00Z,2026-06-16
824504,2026-06-16,2026-06-16T23:10:00Z,2026-06-16
824667,2026-06-16,2026-06-17T00:05:00Z,2026-06-16
824750,2026-06-16,2026-06-16T22:45:00Z,2026-06-16
824912,2026-06-16,2026-06-17T18:00:00Z,2026-06-16|2026-06-17
824991,2026-06-16,2026-06-17T01:40:00Z,2026-06-16
825070,2026-06-16,2026-06-17T01:40:00Z,2026-06-16
