date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-06-12,822726,SEA,True,29,27,2,4,0,8,2,29,27,2,4,0,8,2,2,2
2026-06-12,822726,WSH,True,40,27,10,11,3,4,3,40,27,10,11,3,4,3,10,10
2026-06-12,822803,NYY,True,39,24,8,10,4,8,2,39,24,8,10,4,8,2,8,8
2026-06-12,822803,TOR,True,41,27,5,7,7,8,1,41,27,5,7,7,8,1,5,5
2026-06-12,823211,CHC,True,31,27,1,4,1,7,1,31,27,1,4,1,7,1,1,1
2026-06-12,823211,SF,True,35,27,5,6,2,7,1,35,27,5,6,2,7,1,5,5
2026-06-12,823370,MIA,True,34,27,3,6,1,9,2,34,27,3,6,1,9,2,3,3
2026-06-12,823370,PIT,True,43,27,8,11,6,7,1,43,27,8,11,6,7,1,8,8
2026-06-12,823617,ATL,True,35,24,7,8,3,8,3,35,24,7,8,3,8,3,7,7
2026-06-12,823617,NYM,True,39,27,5,9,4,13,1,39,27,5,9,4,13,1,5,5
2026-06-12,823695,STL,True,36,24,9,11,3,6,4,36,24,9,11,3,6,4,9,9
2026-06-12,823695,MIN,True,42,27,8,12,3,11,1,42,27,8,12,3,11,1,8,8
2026-06-12,823778,PHI,True,38,24,6,9,5,8,1,38,24,6,9,5,8,1,6,6
2026-06-12,823778,MIL,True,27,27,0,1,0,15,0,27,27,0,1,0,15,0,0,0
2026-06-12,824020,TB,True,39,24,4,12,3,10,0,39,24,4,12,3,10,0,4,4
2026-06-12,824020,LAA,True,40,27,3,7,6,9,0,40,27,3,7,6,9,0,2,2
2026-06-12,824102,HOU,True,42,27,8,13,3,6,0,42,27,8,13,3,6,0,8,8
2026-06-12,824102,KC,True,44,27,10,10,7,4,4,44,27,10,10,7,4,4,10,10
2026-06-12,824425,DET,True,35,24,3,9,2,8,0,35,24,3,9,2,8,0,3,3
2026-06-12,824425,CLE,True,31,27,2,2,2,9,2,31,27,2,2,2,9,2,2,2
2026-06-12,824507,AZ,True,39,27,2,4,9,8,1,39,27,2,4,9,8,1,1,1
2026-06-12,824507,CIN,True,44,27,5,7,5,6,0,44,27,5,7,5,6,0,2,2
2026-06-12,824588,LAD,True,40,24,8,10,7,7,1,40,24,8,10,7,7,1,8,8
2026-06-12,824588,CWS,True,34,27,2,4,1,9,0,34,27,2,4,1,9,0,2,2
2026-06-12,824752,TEX,True,41,24,10,11,3,4,3,41,24,10,11,3,4,3,8,8
2026-06-12,824752,BOS,True,33,27,1,6,0,8,0,33,27,1,6,0,8,0,1,1
2026-06-12,824826,SD,True,37,24,7,8,7,11,2,37,24,7,8,7,11,2,7,7
2026-06-12,824826,BAL,True,38,27,3,7,3,6,0,38,27,3,7,3,6,0,2,2
2026-06-12,824997,COL,True,40,24,6,10,4,8,2,40,24,6,10,4,8,2,5,5
2026-06-12,824997,ATH,True,35,27,4,7,1,10,1,35,27,4,7,1,10,1,4,4
