RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,RA9,ER9,WHIP,BB_PCT,K_PCT,HR9,WOBA_ALLOWED,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT
824234-640448,824234,2026-08-26,DET,TB,H,640448,Kyle Finnegan,RELIEF_OR_BULK,2.0,24.0,6.0,3.0,0.0,24.0,0.0,6.0,False,False,12,4,3,0,0,1,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
824234-641755,824234,2026-08-26,DET,TB,H,641755,Tyler Kinley,RELIEF_OR_BULK,8.0,18.0,4.0,2.0,0.0,0.0,0.0,0.0,False,False,10,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
824234-669330,824234,2026-08-26,TB,DET,A,669330,Tyler Wells,RELIEF_OR_BULK,3.0,22.0,7.0,6.0,0.0,0.0,0.0,0.0,False,False,15,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
824234-687330,824234,2026-08-26,TB,DET,A,687330,Kevin Kelly,RELIEF_OR_BULK,2.0,14.0,3.0,3.0,0.0,14.0,0.0,3.0,False,False,23,6,6,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
825039-663423,825039,2026-08-26,CHC,AZ,A,663423,Trent Thornton,RELIEF_OR_BULK,2.0,8.0,3.0,3.0,0.0,8.0,0.0,3.0,False,False,15,4,3,0,0,1,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
825039-666171,825039,2026-08-26,CHC,AZ,A,666171,Ryan Zeferjahn,RELIEF_OR_BULK,1.0,10.0,3.0,3.0,10.0,10.0,3.0,3.0,False,False,7,4,3,1,1,2,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
825039-666661,825039,2026-08-26,AZ,CHC,H,666661,Juan Morillo,RELIEF_OR_BULK,2.0,16.0,4.0,3.0,0.0,16.0,0.0,4.0,False,False,8,3,3,0,0,0,0,0,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
825039-805299,825039,2026-08-26,AZ,CHC,H,805299,Brandyn Garcia,RELIEF_OR_BULK,2.0,12.0,3.0,2.0,0.0,12.0,0.0,3.0,False,False,17,4,3,0,0,0,1,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
823180-641941,823180,2026-08-26,CIN,SF,A,641941,Emilio Pagán,RELIEF_OR_BULK,1.0,11.0,4.0,3.0,11.0,11.0,4.0,4.0,False,False,16,4,3,0,0,1,0,2,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
823180-656271,823180,2026-08-26,CIN,SF,A,656271,Brock Burke,RELIEF_OR_BULK,5.0,31.0,9.0,2.0,0.0,0.0,0.0,0.0,False,False,14,3,3,0,0,0,0,1,0,,,,,,,,https://github.com/geo2343/depuracion-mlb-kernel/blob/main/runtime/hbm26_v137_sheet01_0826.csv,QA_VALIDATED_PBP_V137,RELIEF_OR_BULK,MLB,False
