date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-06-16,822723,KC,True,38,24,6,10,4,4,1,38,24,6,10,4,4,1,6,6
2026-06-16,822723,WSH,True,40,27,4,10,4,8,1,40,27,4,10,4,8,1,4,4
2026-06-16,822888,MIN,True,35,27,2,8,1,8,0,35,27,2,8,1,8,0,2,2
2026-06-16,822888,TEX,True,48,27,12,17,4,6,2,48,27,12,17,4,6,2,11,9
2026-06-16,823045,SD,True,39,24,3,8,5,3,0,39,24,3,8,5,3,0,3,3
2026-06-16,823045,STL,True,31,27,2,4,1,8,0,31,27,2,4,1,8,0,2,2
2026-06-16,823128,BAL,True,34,24,3,6,6,2,0,34,24,3,6,6,2,0,3,3
2026-06-16,823128,SEA,True,32,27,1,3,1,12,0,32,27,1,3,1,12,0,1,1
2026-06-16,823451,MIA,True,34,24,8,6,4,7,3,34,24,8,6,4,7,3,8,8
2026-06-16,823451,PHI,True,36,27,2,7,2,12,1,36,27,2,7,2,12,1,2,2
2026-06-16,823535,CWS,True,46,24,12,16,6,10,4,46,24,12,16,6,10,4,11,11
2026-06-16,823535,NYY,True,33,27,2,4,2,9,1,33,27,2,4,2,9,1,2,2
2026-06-16,823775,CLE,True,31,24,2,4,2,5,2,31,24,2,4,2,5,2,2,2
2026-06-16,823775,MIL,True,35,27,1,4,5,11,0,35,27,1,4,5,11,0,1,1
2026-06-16,823939,TB,True,29,24,1,6,0,8,1,29,24,1,6,0,8,1,1,1
2026-06-16,823939,LAD,True,30,27,0,3,1,8,0,30,27,0,3,1,8,0,0,0
2026-06-16,824182,DET,True,38,24,4,9,4,8,0,38,24,4,9,4,8,0,2,1
2026-06-16,824182,HOU,True,34,27,2,5,4,9,0,34,27,2,5,4,9,0,2,2
2026-06-16,824504,NYM,True,33,24,5,6,5,13,2,33,24,5,6,5,13,2,5,5
2026-06-16,824504,CIN,True,41,27,3,7,6,11,1,41,27,3,7,6,11,1,3,3
2026-06-16,824667,COL,True,38,27,2,7,4,8,1,38,27,2,7,4,8,1,2,2
2026-06-16,824667,CHC,True,37,27,5,6,6,8,1,37,27,5,6,6,8,1,5,5
2026-06-16,824750,TOR,True,41,27,1,8,6,12,1,41,27,1,8,6,12,1,1,1
2026-06-16,824750,BOS,True,38,27,6,7,4,7,3,38,27,6,7,4,7,3,6,6
2026-06-16,824912,SF,True,38,27,2,7,4,13,1,38,27,2,7,4,13,1,2,2
2026-06-16,824912,ATL,True,40,27,7,10,3,4,3,40,27,7,10,3,4,3,7,7
2026-06-16,824991,PIT,True,40,27,5,7,6,13,1,40,27,5,7,6,13,1,1,1
2026-06-16,824991,ATH,True,40,27,6,12,3,9,3,40,27,6,12,3,9,3,6,6
2026-06-16,825070,LAA,True,32,27,0,5,1,6,0,32,27,0,5,1,6,0,0,0
2026-06-16,825070,AZ,True,41,27,7,14,1,10,2,41,27,7,14,1,10,2,7,7
