game_pk,official_date,game_dt,query_dates
822794,2026-06-27,2026-06-27T19:07:00Z,2026-06-27
822960,2026-06-27,2026-06-27T22:10:00Z,2026-06-27
823038,2026-06-27,2026-06-27T23:15:00Z,2026-06-27
823207,2026-06-27,2026-06-28T01:05:00Z,2026-06-27
823283,2026-06-27,2026-06-28T00:40:00Z,2026-06-27
823364,2026-06-27,2026-06-27T20:05:00Z,2026-06-27
823609,2026-06-27,2026-06-27T20:10:00Z,2026-06-27
823689,2026-06-27,2026-06-27T23:10:00Z,2026-06-27
823770,2026-06-27,2026-06-27T23:10:00Z,2026-06-27
824015,2026-06-27,2026-06-28T01:38:00Z,2026-06-27
824257,2026-06-27,2026-06-27T17:10:00Z,2026-06-27
824421,2026-06-27,2026-06-27T23:10:00Z,2026-06-27
824581,2026-06-27,2026-06-27T20:10:00Z,2026-06-27
824745,2026-06-27,2026-06-27T17:10:00Z,2026-06-27
824825,2026-06-27,2026-06-27T23:05:00Z,2026-06-27
