game_pk,official_date,game_dt,query_dates
822744,2026-05-01,2026-05-01T22:45:00Z,2026-05-01
822990,2026-05-01,2026-05-01T23:10:00Z,2026-05-01
823066,2026-05-01,2026-05-02T00:15:00Z,2026-05-01
823146,2026-05-01,2026-05-02T01:45:00Z,2026-05-01
823309,2026-05-01,2026-05-02T01:40:00Z,2026-05-01
823389,2026-05-01,2026-05-01T22:45:00Z,2026-05-01
823557,2026-05-01,2026-05-01T23:05:00Z,2026-05-01
823713,2026-05-01,2026-05-02T00:10:00Z,2026-05-01
823877,2026-05-01,2026-05-01T23:10:00Z,2026-05-01
824041,2026-05-01,2026-05-02T01:38:00Z,2026-05-01
824287,2026-05-01,2026-05-01T22:40:00Z,2026-05-01
824366,2026-05-01,2026-05-02T00:40:00Z,2026-05-01
824686,2026-05-01,2026-05-01T18:20:00Z,2026-05-01
824772,2026-05-01,2026-05-01T23:10:00Z,2026-05-01
825012,2026-05-01,2026-05-02T01:40:00Z,2026-05-01
