date,game_pk,team,match_excluding_er,sum_bf,sum_outs,sum_r,sum_h,sum_bb,sum_k,sum_hr,team_bf,team_outs,team_r,team_h,team_bb,team_k,team_hr,sum_er,team_er
2026-05-27,822809,MIA,True,31,24,2,5,2,13,1,31,24,2,5,2,13,1,2,2
2026-05-27,822809,TOR,True,36,27,1,11,2,8,0,36,27,1,11,2,8,0,1,1
2026-05-27,822897,HOU,True,35,27,3,6,2,10,2,35,27,3,6,2,10,2,3,3
2026-05-27,822897,TEX,True,39,27,4,8,4,8,2,39,27,4,8,4,8,2,3,3
2026-05-27,823217,AZ,True,32,27,2,6,1,5,0,32,27,2,6,1,5,0,2,2
2026-05-27,823217,SF,True,37,27,3,6,2,8,0,37,27,3,6,2,8,0,2,2
2026-05-27,823295,PHI,True,34,27,0,7,0,11,0,34,27,0,7,0,11,0,0,0
2026-05-27,823295,SD,True,32,27,3,6,0,3,1,32,27,3,6,0,3,1,3,3
2026-05-27,823376,CHC,True,36,27,4,7,4,9,2,36,27,4,7,4,9,2,4,4
2026-05-27,823376,PIT,True,50,27,10,14,7,10,2,50,27,10,14,7,10,2,9,9
2026-05-27,823626,CIN,True,34,24,4,8,2,5,2,34,24,4,8,2,5,2,4,4
2026-05-27,823626,NYM,True,46,27,2,8,9,8,0,46,27,2,8,9,8,0,1,1
2026-05-27,823783,STL,True,30,24,2,3,0,10,0,30,24,2,3,0,10,0,1,1
2026-05-27,823783,MIL,True,35,27,1,8,2,8,0,35,27,1,8,2,8,0,1,1
2026-05-27,823947,COL,True,32,24,4,8,2,4,3,32,24,4,8,2,4,3,4,4
2026-05-27,823947,LAD,True,33,27,1,1,4,10,0,33,27,1,1,4,10,0,1,1
2026-05-27,824104,NYY,True,30,27,0,4,0,10,0,30,27,0,4,0,10,0,0,0
2026-05-27,824104,KC,True,38,27,7,8,4,7,1,38,27,7,8,4,7,1,7,7
2026-05-27,824270,LAA,True,36,24,4,10,4,6,1,36,24,4,10,4,6,1,3,3
2026-05-27,824270,DET,True,31,27,0,2,3,9,0,31,27,0,2,3,9,0,0,0
2026-05-27,824432,WSH,True,36,24,3,11,3,2,0,36,24,3,11,3,2,0,3,3
2026-05-27,824432,CLE,True,34,27,2,5,2,8,0,34,27,2,5,2,8,0,2,2
2026-05-27,824596,MIN,True,46,24,15,18,7,8,2,46,24,15,18,7,8,2,15,15
2026-05-27,824596,CWS,True,30,27,2,3,0,5,2,30,27,2,3,0,5,2,2,2
2026-05-27,824756,ATL,True,40,24,8,15,1,3,1,40,24,8,15,1,3,1,7,7
2026-05-27,824756,BOS,True,36,27,0,5,4,8,0,36,27,0,5,4,8,0,0,0
2026-05-27,824836,TB,True,41,24,11,16,2,5,3,41,24,11,16,2,5,3,11,11
2026-05-27,824836,BAL,True,39,27,2,10,5,4,0,39,27,2,10,5,4,0,2,2
2026-05-27,825003,SEA,True,36,27,1,8,3,8,0,36,27,1,8,3,8,0,1,1
2026-05-27,825003,ATH,True,44,27,9,13,3,9,2,44,27,9,13,3,9,2,6,6
