game_pk,official_date,game_dt,query_dates
822721,2026-06-17,2026-06-17T17:05:00Z,2026-06-17
823044,2026-06-17,2026-06-17T18:15:00Z,2026-06-17
823127,2026-06-17,2026-06-18T01:40:00Z,2026-06-17
823450,2026-06-17,2026-06-17T17:05:00Z,2026-06-17
823536,2026-06-17,2026-06-17T23:05:00Z,2026-06-17
823774,2026-06-17,2026-06-17T23:40:00Z,2026-06-17
823940,2026-06-17,2026-06-17T19:10:00Z,2026-06-17
824178,2026-06-17,2026-06-17T18:10:00Z,2026-06-17
824503,2026-06-17,2026-06-17T16:40:00Z,2026-06-17
824668,2026-06-17,2026-06-18T00:05:00Z,2026-06-17
824746,2026-06-17,2026-06-17T22:45:00Z,2026-06-17
824913,2026-06-17,2026-06-17T23:15:00Z,2026-06-17
824992,2026-06-17,2026-06-18T01:40:00Z,2026-06-17
825072,2026-06-17,2026-06-17T19:40:00Z,2026-06-17
