game_pk,official_date,game_dt,query_dates
822700,2026-08-09,2026-08-09T16:15:00Z,2026-08-09
822862,2026-08-09,2026-08-09T18:35:00Z,2026-08-09
823020,2026-08-09,2026-08-09T18:15:00Z,2026-08-09
823104,2026-08-09,2026-08-09T20:10:00Z,2026-08-09
823190,2026-08-09,2026-08-09T20:05:00Z,2026-08-09
823268,2026-08-09,2026-08-10T00:20:00Z,2026-08-09
823345,2026-08-09,2026-08-09T17:35:00Z,2026-08-09
823425,2026-08-09,2026-08-09T17:35:00Z,2026-08-09
823513,2026-08-09,2026-08-09T17:35:00Z,2026-08-09
823751,2026-08-09,2026-08-09T18:10:00Z,2026-08-09
823835,2026-08-09,2026-08-09T17:40:00Z,2026-08-09
824078,2026-08-09,2026-08-09T18:10:00Z,2026-08-09
824564,2026-08-09,2026-08-09T18:10:00Z,2026-08-09
824724,2026-08-09,2026-08-09T17:35:00Z,2026-08-09
825050,2026-08-09,2026-08-09T20:10:00Z,2026-08-09
