RELIEVER_APPEARANCE_ID,GAME_PK,FECHA,TEAM,OPP,HOME_AWAY,MLBAM_ID,PITCHER,ROLE,DAYS_REST,PREV_PITCHES,PREV_BF,PREV_OUTS,PITCHES_2D,PITCHES_3D,BF_2D,BF_3D,B2B,THREE_DAYS_3,CURRENT_PITCHES,CURRENT_BF,CURRENT_OUTS,R,ER,H,BB,K,HR,SOURCE_URL,QA_STATUS,PREV_ROLE,PREV_APPEARANCE_LEVEL,SAME_DAY_REPEAT,PITCHER_CLASS,PRIMARY_POSITION,PBP_SOURCE,BOXSCORE_SOURCE,PITCH_COUNT_MATCH,ENTRY_INNING,ENTRY_HALF,FIRST_PLAY_INDEX,LAST_PLAY_INDEX
824252-596117,824252,2026-07-10,PHI,DET,A,596117,Garrett Stubbs,RELIEF_OR_BULK,3.0,19.0,8.0,3.0,0.0,0.0,0.0,0.0,False,False,4,3,3,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,EXCLUIR_POSITION_PLAYER_PITCHING,RELIEF_OR_BULK,MLB,False,POSITION_PLAYER_PITCHING,C,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,https://statsapi.mlb.com/api/v1.1/game/824252/feed/live,True,8,Bot,68,70
824252-605400,824252,2026-07-10,PHI,DET,A,605400,Aaron Nola,STARTER,4.0,98.0,28.0,21.0,0.0,0.0,0.0,0.0,False,False,84,20,15,2,2,3,2,8,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,QA_VALIDATED_CANONICAL_V93,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,https://statsapi.mlb.com/api/v1.1/game/824252/feed/live,True,1,Bot,4,40
824252-621097,824252,2026-07-10,DET,PHI,H,621097,Jacob Waguespack,RELIEF_OR_BULK,2.0,23.0,6.0,6.0,0.0,23.0,0.0,6.0,False,False,16,4,2,0,0,1,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,QA_VALIDATED_CANONICAL_V93,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,https://statsapi.mlb.com/api/v1.1/game/824252/feed/live,True,7,Top,52,55
824252-641835,824252,2026-07-10,PHI,DET,A,641835,Tim Mayza,RELIEF_OR_BULK,1.0,21.0,4.0,3.0,21.0,21.0,4.0,4.0,False,False,36,8,3,5,4,2,2,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,QA_VALIDATED_CANONICAL_V93,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,https://statsapi.mlb.com/api/v1.1/game/824252/feed/live,True,6,Bot,44,51
824252-656427,824252,2026-07-10,DET,PHI,H,656427,Jack Flaherty,STARTER,5.0,88.0,21.0,17.0,0.0,0.0,0.0,0.0,False,False,86,24,18,2,2,2,3,6,1,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,QA_VALIDATED_CANONICAL_V93,STARTER,MLB,False,STARTER/OPENER/BULK,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,https://statsapi.mlb.com/api/v1.1/game/824252/feed/live,True,1,Top,0,43
824252-676661,824252,2026-07-10,PHI,DET,A,676661,Max Lazar,RELIEF_OR_BULK,1.0,19.0,5.0,4.0,19.0,19.0,5.0,5.0,False,False,16,7,3,3,3,3,1,0,2,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,QA_VALIDATED_CANONICAL_V93,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,https://statsapi.mlb.com/api/v1.1/game/824252/feed/live,True,7,Bot,57,63
824252-689225,824252,2026-07-10,DET,PHI,H,689225,Beau Brieske,RELIEF_OR_BULK,1.0,13.0,4.0,3.0,13.0,13.0,4.0,4.0,False,False,25,7,6,0,0,1,0,1,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,QA_VALIDATED_CANONICAL_V93,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,https://statsapi.mlb.com/api/v1.1/game/824252/feed/live,True,8,Top,64,73
824252-805427,824252,2026-07-10,DET,PHI,H,805427,Drew Sommers,RELIEF_OR_BULK,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,3,1,1,0,0,0,0,0,0,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,QA_VALIDATED_CANONICAL_V93,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://raw.githubusercontent.com/lancebroz/mlb-pitcher-data/main/data/raw/2026/daily/2026-07-10.parquet,https://statsapi.mlb.com/api/v1.1/game/824252/feed/live,True,7,Top,56,56
822709-518585,822709,2026-07-10,NYY,WSH,A,518585,Fernando Cruz,RELIEF_OR_BULK,1.0,15.0,3.0,2.0,15.0,15.0,3.0,3.0,False,False,10,2,2,0,0,0,0,2,0,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822709,QA_VALIDATED_CANONICAL_V93,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822709,https://statsapi.mlb.com/api/v1.1/game/822709/feed/live,True,6,Bot,48,49
822709-640454,822709,2026-07-10,WSH,NYY,H,640454,Matt Krook,RELIEF_OR_BULK,2.0,23.0,5.0,2.0,0.0,23.0,0.0,5.0,False,False,11,3,1,2,2,2,0,0,1,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822709,QA_VALIDATED_CANONICAL_V93,RELIEF_OR_BULK,MLB,False,BULLPEN_PITCHER,P,https://baseballsavant.mlb.com/statcast_search/csv?all=true&type=details&game_pk=822709,https://statsapi.mlb.com/api/v1.1/game/822709/feed/live,True,9,Top,66,68
