game_pk,official_date,game_dt,query_dates
822866,2026-08-05,2026-08-05T18:35:00Z,2026-08-05
823106,2026-08-05,2026-08-06T01:40:00Z,2026-08-05
823429,2026-08-05,2026-08-05T22:40:00Z,2026-08-05
823516,2026-08-05,2026-08-05T23:05:00Z,2026-08-05
823753,2026-08-05,2026-08-05T23:40:00Z,2026-08-05
824082,2026-08-05,2026-08-05T23:40:00Z,2026-08-05
824158,2026-08-05,2026-08-05T18:10:00Z,2026-08-05
824322,2026-08-05,2026-08-05T19:10:00Z,2026-08-05
824402,2026-08-05,2026-08-05T22:40:00Z,2026-08-05
824482,2026-08-05,2026-08-05T22:40:00Z,2026-08-05
824646,2026-08-05,2026-08-05T18:20:00Z,2026-08-05
824728,2026-08-05,2026-08-05T23:10:00Z,2026-08-05
824806,2026-08-05,2026-08-05T22:35:00Z,2026-08-05
824889,2026-08-05,2026-08-05T23:15:00Z,2026-08-05
825052,2026-08-05,2026-08-06T01:40:00Z,2026-08-05
