game_pk,official_date,game_dt,query_dates
822720,2026-06-22,2026-06-22T22:45:00Z,2026-06-22
822800,2026-06-22,2026-06-22T23:07:00Z,2026-06-22
822964,2026-06-22,2026-06-22T22:40:00Z,2026-06-22
823040,2026-06-22,2026-06-22T23:45:00Z,2026-06-22
823288,2026-06-22,2026-06-23T02:10:00Z,2026-06-22
823692,2026-06-22,2026-06-22T23:40:00Z,2026-06-22
823851,2026-06-22,2026-06-22T22:40:00Z,2026-06-22
824016,2026-06-22,2026-06-23T01:38:00Z,2026-06-22
824261,2026-06-22,2026-06-22T22:10:00Z,2026-06-22
824344,2026-06-22,2026-06-23T00:40:00Z,2026-06-22
824502,2026-06-22,2026-06-22T23:10:00Z,2026-06-22
824585,2026-06-22,2026-06-22T23:40:00Z,2026-06-22
