game_pk,official_date,game_dt,query_dates
822939,2026-08-17,2026-08-17T22:05:00Z,2026-08-17
823343,2026-08-17,2026-08-17T23:05:00Z,2026-08-17
823427,2026-08-17,2026-08-17T22:40:00Z,2026-08-17
823589,2026-08-17,2026-08-17T23:10:00Z,2026-08-17
823668,2026-08-17,2026-08-17T23:40:00Z,2026-08-17
824077,2026-08-17,2026-08-17T23:40:00Z,2026-08-17
824320,2026-08-17,2026-08-18T00:40:00Z,2026-08-17
824478,2026-08-17,2026-08-17T22:40:00Z,2026-08-17
824514,2026-08-17,2026-08-17T17:40:00Z,2026-08-17
824641,2026-08-17,2026-08-18T00:05:00Z,2026-08-17
824725,2026-08-17,2026-08-17T23:10:00Z,2026-08-17
