game_pk,official_date,game_dt,query_dates
822856,2026-08-23,2026-08-23T18:35:00Z,2026-08-23
823099,2026-08-23,2026-08-23T20:10:00Z,2026-08-23
823258,2026-08-23,2026-08-23T20:10:00Z,2026-08-23
823421,2026-08-23,2026-08-23T17:35:00Z,2026-08-23
823507,2026-08-23,2026-08-23T17:35:00Z,2026-08-23
823745,2026-08-23,2026-08-23T23:10:00Z,2026-08-23
823827,2026-08-23,2026-08-23T17:40:00Z,2026-08-23
823909,2026-08-23,2026-08-23T20:10:00Z,2026-08-23
824071,2026-08-23,2026-08-23T18:10:00Z,2026-08-23
824150,2026-08-23,2026-08-23T18:10:00Z,2026-08-23
824315,2026-08-23,2026-08-23T19:10:00Z,2026-08-23
824558,2026-08-23,2026-08-23T18:10:00Z,2026-08-23
824720,2026-08-23,2026-08-23T19:15:00Z,2026-08-23
824799,2026-08-23,2026-08-23T17:35:00Z,2026-08-23
825043,2026-08-23,2026-08-23T20:15:00Z,2026-08-23
