game_pk,official_date,game_dt,query_dates
822719,2026-06-24,2026-06-24T22:45:00Z,2026-06-24
822798,2026-06-24,2026-06-24T23:07:00Z,2026-06-24
822965,2026-06-24,2026-06-24T22:40:00Z,2026-06-24
823041,2026-06-24,2026-06-24T23:45:00Z,2026-06-24
823208,2026-06-24,2026-06-25T01:45:00Z,2026-06-24
823284,2026-06-24,2026-06-25T00:40:00Z,2026-06-24
823367,2026-06-24,2026-06-24T22:40:00Z,2026-06-24
823611,2026-06-24,2026-06-24T23:10:00Z,2026-06-24
823613,2026-06-24,2026-06-24T17:10:00Z,2026-06-24
823691,2026-06-24,2026-06-24T23:40:00Z,2026-06-24
823850,2026-06-24,2026-06-24T16:10:00Z,2026-06-24
824018,2026-06-24,2026-06-24T20:07:00Z,2026-06-24
824259,2026-06-24,2026-06-24T22:40:00Z,2026-06-24
824341,2026-06-24,2026-06-24T19:10:00Z,2026-06-24
824500,2026-06-24,2026-06-24T23:10:00Z,2026-06-24
824583,2026-06-24,2026-06-24T18:10:00Z,2026-06-24
